problem_type,num_points,H_gt,scale_gt,focal_gt,x1,x2
3,4,-0.0149835,0.999801,0.0102074,0.00826969,-0.539059,-0.589332,0.60175,1,1,-0.0227665,-0.521064,0.853214,0.273414,0.725438,0.631652,0.125797,0.895416,0.427089,0.728014,0.511315,0.456675,0.0430842,-0.843455,0.535469,0.546753,-0.17134,0.819575,0.717918,0.298181,0.629032,0.250522,0.589691,0.767791
3,4,0.0413042,0.999046,-0.0105874,-0.00938405,-0.146262,-0.668487,0.7292,1,1,0.762887,-0.0996743,0.638802,0.124471,-0.0105487,0.992167,-0.709797,-0.398853,0.580607,0.307761,-0.318128,0.896704,-0.271929,-0.729031,0.628147,0.324473,-0.0589762,0.944055,-0.0749732,0.770788,0.632665,-0.286034,-0.819288,0.496942
3,4,-0.0648366,0.997728,0.0101224,0.0152395,-0.0229116,0.257955,-0.965885,1,1,0.6464,0.49016,0.584731,0.678095,-0.48961,0.548151,0.184762,0.500476,0.845805,0.605246,-0.432089,0.668563,0.897707,0.117932,0.424517,-0.6176,0.490129,0.615097,0.313855,0.910245,0.270091,0.307097,0.830942,0.463925
3,4,-0.0618154,0.995847,0.0107923,-0.0659577,-0.141358,-0.154757,0.977787,1,1,0.128767,0.542955,0.829831,-0.148505,-0.59113,0.792787,0.44655,0.377656,0.811153,-0.0607106,0.303045,0.951041,-0.37051,-0.642479,0.670778,0.87494,0.254968,0.41167,-0.750965,-0.153437,0.642268,0.880974,-0.0725412,0.467571
3,4,0.00107748,0.993405,0.0901588,-0.0708281,0.00594066,-0.528257,-0.849064,1,1,-0.646938,0.482627,0.590375,-0.734848,0.601012,0.314298,0.0357367,0.651672,0.757659,0.883566,0.229497,0.408219,-0.931842,-0.0492047,0.359512,-0.411361,-0.234514,0.880786,0.0761608,-0.887508,0.454455,-0.932857,-0.0801094,0.351226
3,4,0.113496,0.990403,0.0449178,0.0648361,0.946646,0.0439404,-0.319267,1,1,0.697713,0.460094,0.549099,0.396637,-0.720607,0.568686,-0.0595189,0.896078,0.439888,-0.174567,0.077035,0.981627,0.837854,0.178703,0.515816,0.843901,-0.356564,0.400865,0.873106,0.0894393,0.479255,0.504377,-0.688791,0.520741
3,4,0.0731315,0.993181,-0.0851128,-0.031619,0.35776,-0.237659,0.903065,1,1,0.542245,-0.794359,0.273797,-0.681065,0.440173,0.585148,-0.754187,-0.518233,0.403281,0.732189,0.495331,0.467489,0.843085,0.356799,0.402371,-0.693514,-0.341121,0.634566,-0.314861,0.525797,0.79019,0.541681,-0.6776,0.497434
3,4,-0.0692765,0.995669,-0.026541,-0.0560355,0.595956,0.316842,-0.737867,1,1,0.681209,0.251678,0.687469,-0.573642,-0.350767,0.740201,-0.840696,0.313832,0.441293,-0.21481,0.346076,0.913284,-0.794778,0.0562127,0.604291,0.496553,-0.475963,0.725874,0.279885,-0.360167,0.889912,0.267145,0.842216,0.468301
3,4,0.0567225,0.997596,-0.0332816,0.0218634,0.279844,-0.326424,0.902848,1,1,0.487344,0.570993,0.660654,0.32801,0.0500472,0.943348,-0.618694,0.446673,0.646298,0.272425,-0.836996,0.474576,0.415086,-0.0708478,0.90702,0.838847,-0.103974,0.534346,-0.457268,0.37757,0.8052,0.523452,-0.610685,0.59419
3,4,0.0380271,0.99896,0.0055692,0.0245391,-0.570312,0.811002,0.130459,1,1,0.4186,0.551181,0.721785,-0.388846,0.460264,0.798095,-0.442838,-0.376403,0.813766,-0.11693,0.774241,0.621996,-0.211553,-0.344055,0.914807,-0.212972,-0.415984,0.884082,0.00847606,-0.799083,0.601161,0.244702,0.563181,0.789271
