problem_type,pose_gt,scale_gt,focal_gt,x1,x2
3,16,0,0.999997,0,0.00249103,-0.42471,0,1.25108,1,1,0.302152,0.506846,0.807348,0.210658,-0.00471544,0.977548,0.125976,-0.0334353,0.99147,0.270055,0.0744583,0.959962,0.547692,-0.123048,0.827583,0.703645,-0.308733,0.639975,-0.236887,0.345754,0.907931,-0.316095,0.127773,0.940084,-0.176109,-0.119829,0.97705,0.163687,-0.0901229,0.982387,0.151354,0.230017,0.961345,-0.111477,-0.0875527,0.989903,0.211983,-0.184855,0.959631,-0.197506,-0.0479993,0.979126,-0.259721,-0.0906296,0.961421,0.491074,-0.0880389,0.866658,0.231286,0.457026,0.858856,-0.0190342,-0.00277251,0.999815,0.118134,-0.0326023,0.992462,0.181668,0.0638498,0.981285,0.127494,-0.0685381,0.989469,0.391287,-0.232042,0.890534,-0.255695,0.269714,0.928372,-0.314313,0.0968815,0.944363,-0.192288,-0.103579,0.975857,0.138501,-0.0850852,0.986701,-0.0674568,0.12803,0.989474,-0.141174,-0.0739434,0.987219,0.188312,-0.17604,0.966203,-0.210538,-0.0414869,0.976705,-0.282547,-0.0537552,0.957746,0.307807,-0.0703588,0.948844
3,16,0,0.999985,0,0.0054592,-3.42232,0,2.59994,1,1,-0.389289,-0.421681,0.818926,0.152439,-0.099531,0.983288,0.505485,0.146345,0.850334,-0.0307756,-0.550786,0.834079,-0.299965,-0.179193,0.936969,0.130397,0.00342703,0.991456,-0.340177,-0.0744907,0.937406,0.0774414,-0.173516,0.981782,-0.155653,0.0576506,0.986128,-0.0116367,0.485747,0.874022,-0.200105,-0.164492,0.965868,-0.143542,0.188645,0.971498,0.3808,0.42449,0.821462,0.099366,-0.0797979,0.991846,0.0786491,0.255932,0.96349,0.0793555,-0.0767501,0.993887,-0.745088,-0.0762226,0.662597,-0.224882,-0.0721166,0.971714,0.325018,0.140008,0.935287,-0.516952,-0.280248,0.80884,-0.698547,-0.04565,0.714107,0.0613041,0.00329164,0.998114,-0.706021,-0.0185108,0.707948,-0.216069,-0.133009,0.967276,-0.642599,0.0182341,0.765985,-0.702466,0.0955224,0.705278,-0.408003,-0.118796,0.905219,-0.211471,0.173333,0.961892,-0.231351,0.287388,0.929454,-0.198187,-0.0614237,0.978238,-0.310903,0.173485,0.934474,-0.653322,-0.0188258,0.756846
3,16,0,0.999964,0,0.00842732,-2.20445,0,0.737679,1,1,0.128955,0.0100408,0.9916,-0.284211,0.00956261,0.958714,0.198007,-0.227587,0.953413,-0.0999213,0.247617,0.963692,0.233505,-0.700972,0.67388,-0.245581,-0.0119594,0.969302,0.527425,0.5238,0.668922,-0.232673,0.0486417,0.971338,-0.178404,-0.389007,0.903795,0.207943,-0.415733,0.885396,0.0135593,0.287629,0.957646,-0.293123,-0.151932,0.943925,0.111849,-0.119597,0.986502,0.254319,-0.315629,0.914166,0.109086,0.160841,0.980933,-0.00228123,-0.356725,0.934206,-0.719049,0.0044085,0.694945,-0.493419,0.00773299,0.869757,-0.345043,-0.179517,0.921259,-0.471927,0.185961,0.861803,-0.840881,-0.20476,0.500992,-0.290725,-0.0114745,0.956738,-0.880488,0.104569,0.462392,-0.487708,0.0382151,0.87217,-0.874282,-0.0846477,0.47798,0.057329,-0.405017,0.91251,-0.756852,0.115966,0.643216,-0.35996,-0.142249,0.92206,-0.120804,-0.11012,0.98655,-0.720433,-0.138426,0.67957,-0.102591,0.149547,0.983418,-0.323386,-0.299929,0.897476
3,16,0,0.999935,0,0.0113954,-0.347217,0,0.0533544,1,1,-0.14937,0.18797,0.97075,0.10087,-0.349802,0.931377,-0.0184102,-0.0935634,0.995443,-0.201707,0.0869133,0.975582,0.126275,-0.228614,0.965293,-0.209958,-0.183962,0.960248,0.134961,0.0213992,0.99062,0.00627143,-0.0429238,0.999059,-0.0225117,0.0318703,0.999238,-0.344864,-0.159457,0.925009,-0.0651343,-0.11782,0.990897,0.0512427,0.121994,0.991207,0.318654,0.468104,0.82422,0.21148,0.18045,0.96058,-0.220634,0.59898,0.769769,0.354248,-0.429699,0.830582,-0.165042,0.185783,0.968631,0.0576435,-0.348656,0.935477,-0.257502,-0.0866308,0.962386,-0.342466,0.0806103,0.936066,0.0788326,-0.228081,0.970445,-0.226308,-0.181293,0.957036,-0.030999,0.0210146,0.999298,-0.17501,-0.0409867,0.983713,-0.255198,0.0295668,0.966437,-0.497691,-0.140774,0.855854,-0.0794226,-0.116909,0.989962,0.0392018,0.121616,0.991803,-0.0262457,0.472591,0.880891,0.195682,0.180927,0.963833,-0.576348,0.468266,0.669739,0.292662,-0.437359,0.850333
3,16,0,0.999897,0,0.0143633,-3.32325,0,0.177572,1,1,0.353989,-0.359107,0.863559,-0.32663,0.0466057,0.944002,-0.0883761,-0.331594,0.939274,-0.476459,-0.469387,0.743413,-0.604921,-0.468445,0.643918,-0.209353,0.334723,0.918767,0.203962,0.0964115,0.97422,0.365287,-0.405912,0.837735,-0.228941,-0.486662,0.843057,0.1564,0.559552,0.813904,-0.452846,-0.0664392,0.88911,-0.183548,0.0656512,0.980816,-0.0207882,-0.28106,0.959465,0.182221,0.221041,0.95809,-0.169935,-0.00111972,0.985455,-0.843944,-0.0680554,0.532096,-0.761578,-0.232082,0.605093,-0.96498,0.0104854,0.262115,-0.538777,-0.271664,0.797444,-0.82662,-0.28328,0.486264,-0.9907,-0.053643,0.125047,-0.710885,0.229406,0.664843,0.123857,0.0977927,0.987469,-0.322372,-0.40206,0.856985,-0.959714,-0.118207,0.254904,-0.959937,0.133372,0.24644,-0.822543,-0.0395731,0.567324,-0.225177,0.0644709,0.972183,-0.963268,-0.0614658,0.261411,-0.164828,0.218625,0.961787,-0.445261,-0.00105152,0.8954,-0.964374,-0.0281299,0.263044
3,16,0,0.99985,0,0.0173311,1.35453,0,-0.0203048,1,1,-0.266213,0.185497,0.945897,0.423149,-0.433909,0.795404,0.30493,0.799985,0.516761,-0.064067,0.0469384,0.996841,-0.311424,-0.153268,0.937829,0.240991,-0.139345,0.960472,-0.174949,0.0945178,0.98003,0.176018,0.168996,0.969772,-0.115386,0.052037,0.991957,-0.345129,0.261598,0.901362,0.448934,-0.461974,0.764878,-0.0877701,-0.0224457,0.995888,0.565932,-0.431663,0.702416,0.0266889,0.253942,0.966851,0.145353,-0.0721289,0.986747,0.180113,0.112159,0.977231,-0.174685,0.188013,0.966507,0.649597,-0.371169,0.663519,0.97069,0.208909,0.118817,0.60809,0.0376813,0.792973,0.0165335,-0.160292,0.986931,0.418836,-0.131904,0.898431,0.0159282,0.0956818,0.995285,0.756044,0.114677,0.644397,-0.0503189,0.0521822,0.997369,-0.253217,0.266721,0.929914,0.707637,-0.373116,0.600028,-0.0158303,-0.0224846,0.999622,0.94708,-0.17636,0.268209,0.606929,0.204259,0.76806,0.208129,-0.0717263,0.975468,0.715531,0.0811823,0.693848
3,16,-0,0.999893,-0,-0.0146059,4.29621,0,-0.550877,1,1,0.157385,-0.284492,0.945671,-0.188477,0.118019,0.974961,-0.120596,-0.184516,0.975403,-0.120455,0.122343,0.985151,0.0734273,0.216188,0.973587,0.0128274,-0.188638,0.981963,-0.145983,-0.0311659,0.988796,-0.360724,0.0431717,0.931673,-0.283539,-0.286498,0.915164,-0.685355,0.151197,0.71234,-0.143495,-0.305531,0.941308,0.0259171,-0.609512,0.792353,-0.158737,-0.11545,0.980548,-0.0503792,-0.0593549,0.996965,0.082356,-0.152456,0.984873,-0.416567,0.178323,0.891444,0.981809,-0.0867642,0.168888,0.276497,0.123944,0.952989,0.950064,-0.0819425,0.301104,0.380766,0.122712,0.916493,0.673594,0.177162,0.717555,0.0796534,-0.190338,0.978482,0.354094,-0.0317713,0.93467,-0.246821,0.0463956,0.96795,0.995689,-0.0642992,0.0668553,-0.508588,0.194468,0.838761,0.998319,-0.0515768,0.0264329,0.843766,-0.376846,0.382161,0.968049,-0.0449807,0.246692,0.998057,-0.0114147,0.0612547,0.163205,-0.15281,0.974686,0.560368,0.190399,0.806062
3,16,-0,0.999932,-0,-0.0116379,2.21056,0,-0.820929,1,1,-0.147247,0.00129434,0.989099,-0.199449,-0.171358,0.964809,-0.462698,0.541499,0.701919,0.601544,0.38027,0.702524,-0.249528,0.246993,0.936339,-0.344222,-0.149058,0.92698,-0.243186,-0.5075,0.826622,0.0787231,0.175341,0.981355,0.359377,0.0378729,0.932424,-0.145321,-0.181933,0.972513,0.32962,0.637476,0.696401,0.268423,-0.287538,0.919386,0.417465,0.316469,0.851804,-0.176199,-0.182929,0.967208,-0.326059,-0.0271601,0.944959,0.0711858,-0.136927,0.98802,0.89267,0.001147,0.450709,0.000393554,-0.191682,0.981457,-0.391269,0.591068,0.705371,0.969929,0.202006,0.135762,0.117363,0.295273,0.948177,-0.253253,-0.163621,0.953463,0.394917,-0.59439,0.700529,0.367186,0.183147,0.911938,0.988304,0.0184195,0.151378,0.0665558,-0.201135,0.9773,0.79779,0.496318,0.342345,0.949094,-0.173895,0.262641,0.78843,0.265824,0.554721,0.945967,-0.133128,0.295673,-0.285847,-0.0285677,0.957849,0.306776,-0.143391,0.940919
3,16,-0,0.999962,-0,-0.0086699,0.23818,0,-0.302189,1,1,0.333909,0.537444,0.774377,0.31992,0.245224,0.915159,-0.27938,0.422099,0.862426,0.207701,-0.00823267,0.978158,0.276081,-0.146615,0.949886,-0.169212,-0.242811,0.955201,0.148309,-0.127681,0.980664,-0.454486,0.403493,0.794126,0.113987,-0.00916763,0.99344,-0.206643,0.0707383,0.975856,0.186743,0.0112918,0.982344,-0.173224,-0.171542,0.969828,-0.160616,-0.436576,0.885214,-0.526288,-0.468668,0.709486,-0.235934,0.112036,0.965289,-0.173231,0.0976137,0.980032,0.419756,0.563511,0.71152,0.379032,0.257127,0.888943,-0.0621097,0.616001,0.785293,0.247832,-0.00864973,0.968764,0.303595,-0.151461,0.940686,-0.0634585,-0.295756,0.953153,0.160734,-0.131311,0.978224,-0.44476,0.446037,0.776685,0.373013,-0.0114594,0.927755,-0.200977,0.0741521,0.976785,0.203676,0.0116186,0.978969,-0.0136987,-0.226159,0.973994,0.148301,-0.629781,0.762484,-0.533439,-0.483051,0.694338,-0.106297,0.148388,0.9832,-0.0174149,0.12869,0.991532
3,16,-0,0.999984,-0,-0.00570179,-0.682159,0,-3.29152,1,1,-0.195373,-0.166718,0.966455,0.150508,-0.0792304,0.985429,0.127782,-0.181667,0.975022,0.128608,0.236639,0.963048,0.167453,-0.39165,0.904748,0.0161873,0.212165,0.9771,-0.0165895,0.19541,0.980581,0.232701,-0.192979,0.95321,-0.368451,-0.197203,0.908491,-0.0913063,-0.105723,0.990195,-0.216029,0.196838,0.95634,0.0305788,0.0160999,0.999403,-0.21387,0.15341,0.964741,-0.241494,-0.319303,0.916366,0.0736741,0.253408,0.96455,0.110891,0.0103827,0.993778,-0.726189,-0.348438,0.592656,0.106375,-0.119194,0.987156,0.108265,-0.198443,0.974114,-0.0655365,0.643175,0.762909,0.0388394,-0.857558,0.512918,-0.0141777,0.231784,0.972664,-0.192658,0.325361,0.925755,0.216128,-0.789938,0.573835,-0.456234,-0.221085,0.861958,-0.464274,-0.220726,0.857747,-0.267563,0.214307,0.939405,-0.0772941,0.0243766,0.99671,-0.656542,0.289564,0.696495,-0.329735,-0.368941,0.868998,-0.162559,0.599315,0.783835,0.0356475,0.0166776,0.999225
