problem_type,pose_gt,scale_gt,focal_gt,x1,x2
3,8,-0,0.999958,-0,-0.00913255,3.00751,0,-3.7877,1,1,-0.237337,-0.00213211,0.971425,-0.0177834,-0.219155,0.975528,-0.0753914,0.260605,0.962497,-0.244713,-0.395733,0.885161,0.166647,-0.509721,0.844046,0.124602,0.109167,0.986183,0.299578,0.214628,0.929617,0.634278,-0.282322,0.719712,0.194453,-0.0110935,0.980849,0.509501,-0.335516,0.792362,-0.00374187,0.298496,0.954404,0.291464,-0.714468,0.636069,0.761703,-0.594084,0.258599,0.963638,0.142446,0.226076,0.968547,0.223595,0.109186,0.87653,-0.278274,0.392759
3,8,-0,0.999607,-0,-0.0280464,-0.522918,0,0.638713,1,1,0.181806,-0.291316,0.939192,0.214286,0.491612,0.844038,-0.213254,-0.195885,0.957158,-0.169438,0.00419638,0.985532,0.17176,-0.0886749,0.98114,0.00282383,0.174292,0.98469,-0.352542,0.0579424,0.934001,-0.17344,-0.461351,0.8701,-0.130242,-0.211932,0.968567,0.12182,0.47509,0.871464,-0.422278,-0.123873,0.897963,-0.394612,0.00262382,0.918844,0.060542,-0.0891545,0.994176,-0.249006,0.127399,0.960086,-0.409475,0.0595965,0.910373,-0.239584,-0.444418,0.863187
3,8,-0,0.977748,-0,-0.209784,0.101554,0,1.76151,1,1,0.0603678,0.0109264,0.998116,0.241865,-0.145926,0.959274,-0.445198,0.192411,0.874515,0.212348,0.581508,0.785339,-0.113524,-0.166029,0.979565,0.269238,-0.112751,0.956451,0.158184,-0.503456,0.849417,-0.588874,0.160973,0.792032,-0.282549,0.00458755,0.959242,-0.126532,-0.11492,0.985283,-0.713175,0.183687,0.676491,-0.0641165,0.385367,0.920533,-0.488024,-0.160275,0.857989,-0.0972879,-0.0823777,0.991841,-0.0269965,-0.17207,0.984715,-0.632763,0.126211,0.763991
3,8,-0,0.95637,-0,-0.292157,2.68939,0,-0.27485,1,1,-0.0415655,-0.285204,0.957565,-0.376204,0.224753,0.898864,0.540921,0.261016,0.799547,-0.048243,0.241004,0.969324,0.0888531,-0.351925,0.931802,-0.109616,-0.0200135,0.993772,0.458227,0.460763,0.760083,-0.3344,0.189561,0.92317,0.840006,-0.230386,0.491235,0.265285,0.444327,0.855685,0.995458,0.0492311,0.0814791,0.891371,0.171574,0.419548,0.330376,-0.400144,0.854831,0.850971,-0.0188965,0.524872,0.15143,0.4649,0.872317,-0.44574,0.304763,0.841686
3,8,-0,0.928066,-0,-0.372415,-1.96795,0,-3.06496,1,1,-0.131073,0.0239573,0.991083,0.227426,-0.0895198,0.969672,0.00314604,-0.246347,0.969177,-0.0926119,-0.279912,0.955548,0.243404,0.0805748,0.966572,-0.0409175,-0.0249876,0.99885,0.1229,0.591804,0.796658,-0.163266,0.0913108,0.982347,-0.972327,0.0192146,0.232833,-0.584839,-0.0939662,0.805689,-0.921135,-0.244563,0.302819,-0.83823,-0.281717,0.466912,-0.857989,0.0880643,0.506063,-0.979101,-0.0227147,0.202104,-0.608897,0.619328,0.495659,-0.848213,0.0925216,0.521512
3,8,0,0.949656,0,0.313294,1.92731,0,4.1562,1,1,-0.263857,-0.263979,0.927736,0.49391,-0.0178092,0.869331,-0.0951123,-0.264056,0.959806,0.126936,0.150743,0.98039,0.0410616,0.249506,0.967502,-0.819089,0.203797,0.536246,0.416636,-0.3528,0.837823,-0.0329939,0.254882,0.966409,0.40271,-0.0737427,0.912352,0.493998,-0.00516182,0.869448,0.472572,-0.163797,0.865937,0.583891,0.0877668,0.807074,0.542389,0.150349,0.826565,0.211251,0.0659636,0.975204,0.622067,-0.147212,0.769,0.463246,0.0717079,0.883324
3,8,0,0.999946,0,0.010379,-0.514782,0,0.245418,1,1,0.175205,0.0290057,0.984105,-0.243387,0.25663,0.935363,-0.0250132,0.125671,0.991757,0.323217,-0.0704973,0.943695,-0.244594,-0.334618,0.910058,-0.644124,0.120626,0.75535,0.00328159,0.450222,0.892911,-0.196657,-0.211862,0.957309,0.185423,0.0290813,0.982228,-0.438142,0.20132,0.876072,-0.267151,0.104389,0.957984,-0.186144,-0.0578872,0.980816,-0.33759,-0.301707,0.891631,-0.81351,0.0487194,0.579506,-0.403633,0.328879,0.853768,-0.225904,-0.206153,0.952086
3,8,0,0.999978,0,0.00659564,0.0535654,0,-1.5083,1,1,0.0833325,-0.210239,0.974092,-0.144104,-0.0469695,0.988447,0.10985,0.0233489,0.993674,0.312035,0.202037,0.92834,-0.191353,-0.014995,0.981407,-0.046387,0.232598,0.971466,-0.0283117,0.347973,0.937077,0.208288,-0.242677,0.947483,0.125218,-0.258719,0.957802,-0.147365,-0.0536424,0.987626,0.155441,0.0296903,0.987399,0.430223,0.263133,0.863521,-0.202185,-0.0143722,0.979242,-0.0313308,0.244207,0.969217,-0.0143546,0.362417,0.931906,0.277047,-0.293068,0.915071
3,8,0,0.999996,0,0.00281221,1.90233,0,-1.54107,1,1,0.10317,0.116199,0.987853,-0.143161,0.11615,0.98286,0.0716651,-0.0568976,0.995805,0.117577,-0.105065,0.98749,-0.102521,0.0614191,0.992833,-0.014752,-0.000865874,0.999891,0.244407,-0.132958,0.960514,0.0776867,-0.280471,0.956714,0.16577,0.124886,0.978225,0.104932,0.143896,0.984014,0.369686,-0.06579,0.926825,0.955515,-0.100165,0.277413,0.11858,0.0790159,0.989796,0.269207,0.000850694,0.963082,0.534621,-0.143264,0.83286,0.437996,-0.325759,0.837879
3,8,-0,0.999988,-0,-0.00485634,-1.46803,0,3.05252,1,1,-0.108488,-0.200471,0.973674,0.547484,0.584878,0.59848,0.0694476,-0.906739,0.415934,0.251929,-0.0464192,0.966632,0.204205,-0.127393,0.970604,-0.259789,0.242872,0.934624,0.0253706,-0.0705013,0.997189,-0.170709,-0.13518,0.976005,-0.21536,-0.145045,0.965703,-0.339592,0.0784784,0.937293,-0.396028,-0.133732,0.908448,-0.00180791,-0.0280563,0.999605,0.00264594,-0.0875175,0.996159,-0.390561,0.0678199,0.918075,-0.324764,-0.0136963,0.945696,-0.197046,-0.130834,0.971625
