problem_type,num_points,H_gt,scale_gt,focal_gt,x1,x2
3,4,0.0170011,0.990305,0.130178,-0.0453991,-0.182807,-0.238399,-0.953807,1,1,0.284852,-0.546739,0.78736,0.0401094,0.747921,0.662575,-0.756649,-0.212205,0.618426,0.657937,0.661403,0.36009,-0.554407,-0.828411,0.0798024,-0.583808,0.236879,0.776567,-0.296366,0.692821,0.657393,-0.0390573,-0.922637,0.383688
3,4,-0.0826099,0.990306,0.0943231,-0.0597795,-0.357536,-0.529011,0.76962,1,1,0.119149,-0.758331,0.640889,0.277234,-0.815098,0.508681,-0.590182,0.48644,0.644252,-0.515033,-0.567082,0.642774,-0.0801904,-0.779779,0.620898,-0.0933251,0.22545,0.969775,-0.69003,0.520085,0.503358,-0.379555,-0.465023,0.799807
3,4,-0.0565565,0.990306,-0.0689961,-0.106461,0.179462,0.546198,0.818206,1,1,0.576847,0.688864,0.438992,-0.314131,0.607949,0.729191,-0.87285,0.0612657,0.484128,-0.370637,0.891602,0.260143,-0.218048,0.813139,0.539685,-0.262116,0.622523,0.737401,0.495326,0.173661,0.851172,0.730073,0.127336,0.671401
3,4,-0.081454,0.990307,0.0747856,0.084046,0.603046,0.534262,-0.592368,1,1,0.903458,0.286738,0.318661,-0.620661,0.667791,0.410895,-0.176185,-0.688155,0.703848,0.318763,0.687671,0.652302,0.905765,-0.327418,0.269049,-0.475098,-0.157881,0.865654,0.110394,-0.906429,0.407676,0.167356,-0.554087,0.815463
3,4,-0.0144463,0.990308,-0.0398754,-0.132253,-0.997854,-0.0429555,0.0494266,1,1,0.392591,0.828265,0.399811,0.120085,0.270411,0.955227,-0.858075,-0.360464,0.365749,-0.839005,0.0522642,0.541608,0.489884,-0.560959,0.667337,-0.845589,-0.403783,0.349196,0.645505,0.533637,0.546401,-0.472723,0.740492,0.477707
3,4,0.0646465,0.990309,0.09486,0.0781686,-0.591199,-0.106759,-0.799429,1,1,0.792572,0.0821201,0.604224,0.294761,0.5844,0.756038,-0.337041,-0.347286,0.875098,0.804008,0.167383,0.570574,0.44281,0.37412,0.814833,0.210303,-0.883427,0.418724,0.143804,-0.25549,0.956057,-0.892365,0.141983,0.428399
3,4,-0.0549804,0.99031,-0.121818,-0.0377334,0.102103,-0.986799,0.125711,1,1,-0.456217,-0.553643,0.696667,-0.899765,0.287047,0.328675,0.393902,-0.295622,0.870316,-0.701132,0.418692,0.577158,-0.6551,-0.413037,0.632649,-0.0285742,0.890501,0.454082,0.775199,0.252417,0.579096,0.635749,-0.691085,0.343838
3,4,-0.0590415,0.990311,0.102017,-0.0734236,0.475484,0.877231,-0.0661839,1,1,-0.50602,-0.276152,0.817119,0.780597,-0.203807,0.590873,0.357276,-0.51586,0.778615,-0.435361,-0.673306,0.597596,0.262734,0.675165,0.689291,0.0315524,-0.698296,0.715113,-0.353224,0.861081,0.36575,-0.53158,-0.78256,0.324071
3,4,0.0813093,0.990312,-0.0919853,-0.0648863,-0.457134,0.843462,-0.282135,1,1,-0.559458,-0.681203,0.472196,0.708301,-0.112847,0.696832,0.572717,-0.350552,0.741019,-0.179105,-0.838504,0.514618,0.296897,-0.125569,0.946618,-0.288332,0.717263,0.634349,-0.322815,0.703501,0.633149,0.765206,0.435825,0.473831
3,4,-0.0137094,0.990313,-0.133511,-0.0356087,0.759054,0.650929,0.0113041,1,1,-0.751069,0.219903,0.622526,0.850931,0.163389,0.499221,0.215866,-0.662234,0.717529,-0.293119,-0.0206142,0.955854,0.45239,0.560905,0.693346,-0.102973,0.620898,0.777099,-0.721909,0.423653,0.547142,0.424599,-0.667889,0.611261
3,4,0.0945523,0.990313,-0.0261873,0.0982515,0.88508,0.412585,-0.215421,1,1,-0.732581,-0.518592,0.440893,0.173485,-0.181044,0.968053,0.716141,0.216768,0.663441,0.0843325,0.804518,0.58791,0.60534,-0.394197,0.691499,0.668609,-0.445817,0.595155,0.601057,0.138117,0.787181,-0.749611,0.372307,0.547239
