timestamp,qw,qx,qy,qz
1.600000000000000033e-02,9.999999999998642197e-01,2.268928687850459543e-07,-1.483528854388513547e-07,4.450589929187687888e-07
2.000000000000000042e-02,9.999999999914432891e-01,3.126937279916174867e-06,-2.672095531776113201e-06,4.426434902853069605e-07
2.400000000000000050e-02,9.999999999709610066e-01,7.381240010564737011e-06,-1.895757346669171683e-06,3.879113792949208152e-08
2.800000000000000058e-02,9.999999999922006833e-01,3.802934898074045721e-06,-9.554343424002487440e-07,4.727046318019664086e-07
3.200000000000000067e-02,9.999999999574979981e-01,8.941322393033709868e-06,-2.151127779738955047e-06,-6.554443606408045501e-07
3.799999999999999906e-02,9.999999997687569753e-01,2.080620233562030812e-05,-4.930057881351217578e-06,-2.298416906704097841e-06
4.200000000000000261e-02,9.999999993898591732e-01,3.458693523036154849e-05,-8.750672171565624760e-07,-4.822872400153934538e-06
4.599999999999999922e-02,9.999999989379790843e-01,4.549352061154534206e-05,1.157038789411661233e-07,-7.373490983630843680e-06
5.199999999999999761e-02,9.999999989369253717e-01,4.543563126780446277e-05,3.063815499437510516e-06,-7.236419557058562565e-06
5.399999999999999939e-02,9.999999988346172097e-01,4.773460495161277093e-05,5.278488599153107333e-07,-7.203805310684042161e-06
5.999999999999999778e-02,9.999999990321164489e-01,4.351034977948046019e-05,-2.484912541532333301e-06,-6.036702392558827809e-06
6.400000000000000133e-02,9.999999991781295394e-01,4.015472870515516597e-05,-2.105098515945647048e-07,-5.594151360297100517e-06
6.800000000000000488e-02,9.999999989971085634e-01,4.446074511187308521e-05,-6.216441949462843439e-08,-5.387134069099095524e-06
7.399999999999999634e-02,9.999999989059299432e-01,4.645679332965645423e-05,3.289573699153549510e-06,-4.368656175098283926e-06
7.599999999999999811e-02,9.999999987683139135e-01,4.947849739340437356e-05,1.885614479587983488e-06,-3.419767468227163651e-06
8.200000000000000344e-02,9.999999989806278577e-01,4.465408359219333751e-05,6.604588094178549943e-06,-1.066129246516441966e-06
8.599999999999999312e-02,9.999999989099829234e-01,4.563075149190868820e-05,9.767991338170595013e-06,1.566891264033502115e-06
8.999999999999999667e-02,9.999999990717052256e-01,4.017007506016821472e-05,1.507218784198891914e-05,3.972897654058983000e-06
9.400000000000000022e-02,9.999999992849842867e-01,3.204791325577116393e-05,1.882736475772953200e-05,6.963697640564551525e-06
1.000000000000000056e-01,9.999999991762263951e-01,2.879132704283580510e-05,2.618340575968636873e-05,1.153412027095141311e-05
1.039999999999999952e-01,9.999999992106163305e-01,2.400171851590309258e-05,2.632546851849200091e-05,1.759700573252235450e-05
1.079999999999999988e-01,9.999999990278645168e-01,2.220470539918005632e-05,3.004201514041630988e-05,2.342433487563059730e-05
1.079999999999999988e-01,9.999999990821168971e-01,2.413928136851682777e-05,2.653412485187785672e-05,2.343078162146652914e-05
1.120000000000000023e-01,9.999999990199791577e-01,1.470516048215126214e-05,2.893067212339699040e-05,3.011338848408276752e-05
1.179999999999999938e-01,9.999999984087105664e-01,7.744588925158583088e-06,3.928802253749430522e-05,3.973728325635933603e-05
1.199999999999999956e-01,9.999999983178300411e-01,3.122426998360568219e-06,3.842276805674440404e-05,4.333914284097109299e-05
1.280000000000000027e-01,9.999999974805137137e-01,-1.080676655774433289e-05,4.701715841773652357e-05,5.207277132093692250e-05
1.320000000000000062e-01,9.999999972007735938e-01,-1.071181572978645428e-05,4.922147493164328366e-05,5.532590917672914482e-05
1.340000000000000080e-01,9.999999969184664161e-01,-1.699317138627117713e-05,4.987674775277471255e-05,5.819458177775035641e-05
1.400000000000000133e-01,9.999999963793853031e-01,-2.339514487145613199e-05,5.142087656836499137e-05,6.363796041080195358e-05
1.439999999999999891e-01,9.999999959243482950e-01,-2.487543442297626860e-05,5.780862264840791660e-05,6.473545719869815379e-05
1.479999999999999927e-01,9.999999958746494944e-01,-2.625114417320018284e-05,5.607580198398010805e-05,6.646113942132314588e-05
1.539999999999999980e-01,9.999999953682441323e-01,-2.711036312293636902e-05,6.226308561735285788e-05,6.820445952158282624e-05
1.580000000000000016e-01,9.999999954868438179e-01,-2.387488208440722773e-05,6.192297576770992601e-05,6.798417085995540725e-05
1.620000000000000051e-01,9.999999956369690635e-01,-2.452967965290492113e-05,5.767837014157631688e-05,6.926443751492722064e-05
1.660000000000000087e-01,9.999999955990025446e-01,-2.155846998047604128e-05,6.058736949345788536e-05,6.831103964373958881e-05
1.700000000000000122e-01,9.999999952941333037e-01,-2.262367138729656782e-05,6.435510613080161913e-05,6.898060158866222064e-05
1.739999999999999880e-01,9.999999950689884010e-01,-2.238209498614484157e-05,6.801409985569144051e-05,6.881240826639270275e-05
1.799999999999999933e-01,9.999999948470965627e-01,-2.466018847482699737e-05,6.969822321559343851e-05,6.956895831855129967e-05
1.839999999999999969e-01,9.999999952835245676e-01,-2.462917196003575025e-05,6.608842132896246334e-05,6.677331358986240311e-05
1.880000000000000004e-01,9.999999961251765379e-01,-2.482984973977099815e-05,5.846634233986009246e-05,6.094926120593920451e-05
1.920000000000000040e-01,9.999999974738043029e-01,-2.068375092228398444e-05,4.133576424568640551e-05,5.399933775869936186e-05
1.960000000000000075e-01,9.999999984852870893e-01,-1.811612666006576767e-05,2.785003605144971073e-05,4.388174347196873820e-05
2.000000000000000111e-01,9.999999994927672997e-01,-8.697547232050211659e-06,3.721965817184331405e-06,3.041323852344057373e-05
2.059999999999999887e-01,9.999999993932677800e-01,9.675411284399974463e-06,-3.265392910085925746e-05,7.319273969158424250e-06
2.099999999999999922e-01,9.999999975890181414e-01,1.984528406412581930e-05,-6.571147869071411029e-05,-1.049428090903045395e-05
2.139999999999999958e-01,9.999999939834144369e-01,3.637309272905543759e-05,-9.851195630066509961e-05,-3.171062788452713997e-05
2.200000000000000011e-01,9.999999845890321648e-01,5.345715561262674075e-05,-1.538081222609121031e-04,-6.563024680363260506e-05
2.220000000000000029e-01,9.999999794576494017e-01,6.004366017560667379e-05,-1.771353785511590648e-04,-7.811861028013352998e-05
2.280000000000000082e-01,9.999999609116312360e-01,8.183788604830863995e-05,-2.388245460825672429e-04,-1.201754249798163735e-04
2.340000000000000135e-01,9.999999354374826677e-01,1.049352994755406904e-04,-3.016232438988207857e-04,-1.647332160004900329e-04
2.379999999999999893e-01,9.999999156290937385e-01,1.185391101254549363e-04,-3.437181493477478372e-04,-1.911756224785057508e-04
2.419999999999999929e-01,9.999998905389521076e-01,1.352516714670744843e-04,-3.913735339505242930e-04,-2.178435812522632614e-04
2.439999999999999947e-01,9.999998766431590358e-01,1.408830356256997231e-04,-4.163120574431765798e-04,-2.314085305258879548e-04
2.500000000000000000e-01,9.999998347758825012e-01,1.613092511685494700e-04,-4.793540918641114022e-04,-2.732163755224458835e-04
2.520000000000000018e-01,9.999998180219444865e-01,1.676641275254943278e-04,-5.040105776655908658e-04,-2.860387312225866731e-04
2.600000000000000089e-01,9.999997615713472898e-01,1.913367400898433718e-04,-5.741480025299227968e-04,-3.325681459990026466e-04
