Attitude Estimation Problem
timestamp,qw,qx,qy,qz
0.016000,1.000000,0.000000,-0.000000,0.000000
0.017000,1.000000,-0.000049,-0.000011,0.000000
0.018000,1.000000,-0.000098,-0.000006,0.000000
0.019000,1.000000,-0.000148,-0.000003,0.000000
0.020000,1.000000,-0.000198,0.000004,0.000000
0.021000,1.000000,-0.000247,-0.000006,0.000000
0.022000,1.000000,-0.000295,0.000006,0.000000
0.023000,1.000000,-0.000338,-0.000019,0.000000
0.024000,1.000000,-0.000388,-0.000015,0.000000
0.025000,1.000000,-0.000438,-0.000021,0.000000
0.026000,1.000000,-0.000487,-0.000016,0.000000
0.027000,1.000000,-0.000536,-0.000026,0.000000
0.028000,1.000000,-0.000585,-0.000037,0.000000
0.029000,1.000000,-0.000624,-0.000068,0.000000
0.030000,1.000000,-0.000674,-0.000068,-0.000000
0.031000,1.000000,-0.000719,-0.000087,-0.000000
0.032000,1.000000,-0.000769,-0.000094,-0.000001
0.033000,1.000000,-0.000816,-0.000089,-0.000001
0.034000,1.000000,-0.000860,-0.000068,-0.000001
0.035000,1.000000,-0.000908,-0.000070,-0.000001
0.036000,1.000000,-0.000956,-0.000066,-0.000002
0.037000,0.999999,-0.001004,-0.000064,-0.000002
0.038000,0.999999,-0.001051,-0.000054,-0.000002
0.039000,0.999999,-0.001098,-0.000047,-0.000003
0.040000,0.999999,-0.001132,-0.000080,-0.000004
0.041000,0.999999,-0.001179,-0.000090,-0.000004
0.042000,0.999999,-0.001225,-0.000101,-0.000005
0.043000,0.999999,-0.001270,-0.000117,-0.000005
0.044000,0.999999,-0.001312,-0.000093,-0.000006
0.045000,0.999999,-0.001358,-0.000108,-0.000007
0.046000,0.999999,-0.001390,-0.000144,-0.000007
0.047000,0.999999,-0.001440,-0.000144,-0.000007
0.048000,0.999999,-0.001479,-0.000114,-0.000007
0.049000,0.999999,-0.001517,-0.000081,-0.000007
0.050000,0.999999,-0.001566,-0.000074,-0.000007
0.051000,0.999999,-0.001615,-0.000070,-0.000007
0.052000,0.999999,-0.001656,-0.000099,-0.000007
0.053000,0.999999,-0.001704,-0.000113,-0.000007
0.054000,0.999998,-0.001753,-0.000128,-0.000007
0.055000,0.999998,-0.001802,-0.000134,-0.000007
0.056000,0.999998,-0.001849,-0.000116,-0.000007
0.057000,0.999998,-0.001898,-0.000130,-0.000007
0.058000,0.999998,-0.001947,-0.000137,-0.000006
0.059000,0.999998,-0.001983,-0.000102,-0.000006
0.060000,0.999998,-0.002021,-0.000069,-0.000006
0.061000,0.999998,-0.002064,-0.000044,-0.000006
0.062000,0.999998,-0.002113,-0.000035,-0.000006
0.063000,0.999998,-0.002157,-0.000011,-0.000006
0.064000,0.999998,-0.002200,0.000015,-0.000005
0.065000,0.999997,-0.002238,0.000048,-0.000005
0.066000,0.999997,-0.002287,0.000042,-0.000005
0.067000,0.999997,-0.002337,0.000038,-0.000005
0.068000,0.999997,-0.002383,0.000018,-0.000005
0.069000,0.999997,-0.002433,0.000014,-0.000005
0.070000,0.999997,-0.002473,-0.000016,-0.000005
0.071000,0.999997,-0.002506,-0.000053,-0.000005
0.072000,0.999997,-0.002520,-0.000005,-0.000005
0.073000,0.999997,-0.002511,-0.000054,-0.000005
0.074000,0.999997,-0.002559,-0.000040,-0.000004
0.075000,0.999997,-0.002606,-0.000058,-0.000004
0.076000,0.999996,-0.002656,-0.000054,-0.000003
0.077000,0.999996,-0.002704,-0.000066,-0.000003
0.078000,0.999996,-0.002737,-0.000104,-0.000003
0.079000,0.999996,-0.002751,-0.000151,-0.000003
0.080000,0.999996,-0.002737,-0.000199,-0.000002
0.081000,0.999996,-0.002782,-0.000222,-0.000002
0.082000,0.999996,-0.002832,-0.000221,-0.000002
0.083000,0.999996,-0.002877,-0.000243,-0.000001
0.084000,0.999996,-0.002914,-0.000207,-0.000000
0.085000,0.999996,-0.002890,-0.000164,0.000001
0.086000,0.999996,-0.002939,-0.000175,0.000001
0.087000,0.999996,-0.002990,-0.000176,0.000002
0.088000,0.999995,-0.003037,-0.000192,0.000002
0.089000,0.999995,-0.003087,-0.000181,0.000003
0.090000,0.999995,-0.003133,-0.000160,0.000004
0.091000,0.999995,-0.003175,-0.000131,0.000005
0.092000,0.999995,-0.003226,-0.000135,0.000005
0.093000,0.999995,-0.003273,-0.000154,0.000006
0.094000,0.999995,-0.003308,-0.000190,0.000007
0.095000,0.999995,-0.003302,-0.000239,0.000007
0.096000,0.999994,-0.003353,-0.000231,0.000008
0.097000,0.999994,-0.003362,-0.000180,0.000009
0.098000,0.999994,-0.003406,-0.000205,0.000010
0.099000,0.999994,-0.003449,-0.000176,0.000010
0.100000,0.999994,-0.003499,-0.000168,0.000011
0.101000,0.999994,-0.003550,-0.000174,0.000013
0.102000,0.999994,-0.003570,-0.000220,0.000014
0.103000,0.999993,-0.003611,-0.000188,0.000016
0.104000,0.999993,-0.003644,-0.000226,0.000017
0.105000,0.999993,-0.003675,-0.000184,0.000019
0.106000,0.999993,-0.003656,-0.000228,0.000020
0.107000,0.999993,-0.003707,-0.000224,0.000021
0.108000,0.999993,-0.003704,-0.000273,0.000023
0.109000,0.999993,-0.003738,-0.000310,0.000024
0.110000,0.999993,-0.003787,-0.000291,0.000026
0.111000,0.999993,-0.003836,-0.000307,0.000028
0.112000,0.999992,-0.003887,-0.000300,0.000029
0.113000,0.999992,-0.003939,-0.000294,0.000031
0.114000,0.999992,-0.003895,-0.000272,0.000033
0.115000,0.999992,-0.003947,-0.000273,0.000034
0.116000,0.999992,-0.003999,-0.000274,0.000036
0.117000,0.999992,-0.004050,-0.000277,0.000037
0.118000,0.999992,-0.004090,-0.000244,0.000039
0.119000,0.999992,-0.004042,-0.000250,0.000041
0.120000,0.999992,-0.004092,-0.000263,0.000043
0.121000,0.999991,-0.004133,-0.000231,0.000044
0.122000,0.999991,-0.004120,-0.000182,0.000045
0.123000,0.999991,-0.004168,-0.000199,0.000046
0.124000,0.999991,-0.004159,-0.000247,0.000047
0.125000,0.999991,-0.004192,-0.000207,0.000048
0.126000,0.999991,-0.004228,-0.000170,0.000049
0.127000,0.999991,-0.004230,-0.000119,0.000051
0.128000,0.999991,-0.004280,-0.000127,0.000052
0.129000,0.999991,-0.004258,-0.000082,0.000053
0.130000,0.999991,-0.004210,-0.000076,0.000054
0.131000,0.999991,-0.004261,-0.000074,0.000054
0.132000,0.999991,-0.004310,-0.000084,0.000055
0.133000,0.999991,-0.004348,-0.000118,0.000057
0.134000,0.999991,-0.004338,-0.000165,0.000058
0.135000,0.999991,-0.004302,-0.000131,0.000059
0.136000,0.999991,-0.004254,-0.000137,0.000060
0.137000,0.999991,-0.004304,-0.000132,0.000061
0.138000,0.999991,-0.004270,-0.000095,0.000062
0.139000,0.999991,-0.004317,-0.000114,0.000062
0.140000,0.999990,-0.004367,-0.000106,0.000063
0.141000,0.999991,-0.004344,-0.000062,0.000064
0.142000,0.999991,-0.004339,-0.000011,0.000064
0.143000,0.999990,-0.004389,-0.000007,0.000065
0.144000,0.999990,-0.004419,0.000034,0.000065
0.145000,0.999990,-0.004466,0.000053,0.000066
0.146000,0.999990,-0.004482,0.000005,0.000066
0.147000,0.999990,-0.004433,-0.000004,0.000066
0.148000,0.999990,-0.004480,-0.000022,0.000067
0.149000,0.999990,-0.004446,-0.000058,0.000067
0.150000,0.999990,-0.004482,-0.000093,0.000067
0.151000,0.999990,-0.004514,-0.000054,0.000067
0.152000,0.999990,-0.004465,-0.000046,0.000068
0.153000,0.999990,-0.004434,-0.000007,0.000068
0.154000,0.999990,-0.004402,-0.000044,0.000068
0.155000,0.999990,-0.004363,-0.000014,0.000068
0.156000,0.999990,-0.004376,-0.000062,0.000068
0.157000,0.999990,-0.004391,-0.000014,0.000068
0.158000,0.999991,-0.004357,0.000023,0.000068
0.159000,0.999990,-0.004364,-0.000027,0.000068
0.160000,0.999991,-0.004314,-0.000027,0.000069
0.161000,0.999991,-0.004264,-0.000023,0.000069
0.162000,0.999991,-0.004269,-0.000073,0.000069
0.163000,0.999991,-0.004317,-0.000086,0.000069
0.164000,0.999990,-0.004365,-0.000071,0.000069
0.165000,0.999990,-0.004404,-0.000040,0.000069
0.166000,0.999990,-0.004454,-0.000048,0.000068
0.167000,0.999990,-0.004480,-0.000090,0.000068
0.168000,0.999990,-0.004523,-0.000116,0.000068
