Attitude Estimation Problem
timestamp,qw,qx,qy,qz
0.016000,1.000000,-0.000002,-0.000001,0.000000
0.017000,1.000000,-0.000005,-0.000000,0.000000
0.018000,1.000000,-0.000008,-0.000000,0.000000
0.019000,1.000000,-0.000011,0.000000,0.000000
0.020000,1.000000,-0.000015,-0.000001,0.000000
0.021000,1.000000,-0.000017,0.000000,0.000000
0.022000,1.000000,-0.000019,-0.000001,0.000000
0.023000,1.000000,-0.000021,-0.000001,0.000000
0.024000,1.000000,-0.000023,-0.000001,0.000000
0.025000,1.000000,-0.000025,-0.000001,0.000000
0.026000,1.000000,-0.000028,-0.000002,0.000000
0.027000,1.000000,-0.000031,-0.000002,0.000000
0.028000,1.000000,-0.000032,-0.000003,0.000000
0.029000,1.000000,-0.000033,-0.000003,-0.000000
0.030000,1.000000,-0.000035,-0.000004,-0.000000
0.031000,1.000000,-0.000037,-0.000004,-0.000001
0.032000,1.000000,-0.000038,-0.000004,-0.000001
0.033000,1.000000,-0.000038,-0.000003,-0.000001
0.034000,1.000000,-0.000038,-0.000002,-0.000001
0.035000,1.000000,-0.000039,-0.000002,-0.000002
0.036000,1.000000,-0.000040,-0.000002,-0.000002
0.037000,1.000000,-0.000040,-0.000001,-0.000002
0.038000,1.000000,-0.000040,-0.000001,-0.000003
0.039000,1.000000,-0.000038,-0.000001,-0.000004
0.040000,1.000000,-0.000038,-0.000002,-0.000004
0.041000,1.000000,-0.000038,-0.000002,-0.000005
0.042000,1.000000,-0.000039,-0.000003,-0.000005
0.043000,1.000000,-0.000039,-0.000002,-0.000006
0.044000,1.000000,-0.000039,-0.000002,-0.000007
0.045000,1.000000,-0.000039,-0.000003,-0.000007
0.046000,1.000000,-0.000041,-0.000003,-0.000007
0.047000,1.000000,-0.000043,-0.000002,-0.000007
0.048000,1.000000,-0.000045,-0.000001,-0.000007
0.049000,1.000000,-0.000048,-0.000000,-0.000007
0.050000,1.000000,-0.000051,-0.000000,-0.000007
0.051000,1.000000,-0.000052,-0.000001,-0.000007
0.052000,1.000000,-0.000056,-0.000002,-0.000007
0.053000,1.000000,-0.000059,-0.000003,-0.000007
0.054000,1.000000,-0.000062,-0.000003,-0.000007
0.055000,1.000000,-0.000065,-0.000003,-0.000007
0.056000,1.000000,-0.000068,-0.000003,-0.000007
0.057000,1.000000,-0.000071,-0.000004,-0.000006
0.058000,1.000000,-0.000073,-0.000002,-0.000006
0.059000,1.000000,-0.000075,-0.000002,-0.000006
0.060000,1.000000,-0.000078,-0.000001,-0.000006
0.061000,1.000000,-0.000080,-0.000001,-0.000006
0.062000,1.000000,-0.000083,0.000000,-0.000006
0.063000,1.000000,-0.000085,0.000001,-0.000006
0.064000,1.000000,-0.000087,0.000002,-0.000006
0.065000,1.000000,-0.000089,0.000002,-0.000006
0.066000,1.000000,-0.000091,0.000002,-0.000006
0.067000,1.000000,-0.000093,0.000002,-0.000005
0.068000,1.000000,-0.000096,0.000002,-0.000005
0.069000,1.000000,-0.000098,0.000001,-0.000005
0.070000,1.000000,-0.000101,0.000001,-0.000005
0.071000,1.000000,-0.000102,0.000001,-0.000005
