# Helix trajectory for ento-bench
"# State vector: x,y,z,vx,vy,vz,roll,pitch,yaw,yaw_rate,wx,wy,wz"
# Time step: 0.01s
# Duration: 10.00s
1.0000000000,0.0000000000,1.0000000000,-0.0000000000,1.2566370614,0.2000000000,0.0000000000,0.0000000000,1.5707963268,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9999210442,0.0125660399,1.0020000000,-0.0157909514,1.2565378427,0.2000000000,0.0000000000,0.0000000000,1.5833626974,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9996841893,0.0251300954,1.0040000000,-0.0315794093,1.2562402020,0.2000000000,0.0000000000,0.0000000000,1.5959290680,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9992894726,0.0376901827,1.0060000000,-0.0473628804,1.2557441864,0.2000000000,0.0000000000,0.0000000000,1.6084954386,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9987369566,0.0502443182,1.0080000000,-0.0631388724,1.2550498743,0.2000000000,0.0000000000,0.0000000000,1.6210618093,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9980267284,0.0627905195,1.0100000000,-0.0789048939,1.2541573752,0.2000000000,0.0000000000,0.0000000000,1.6336281799,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9971589003,0.0753268055,1.0120000000,-0.0946584555,1.2530668302,0.2000000000,0.0000000000,0.0000000000,1.6461945505,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9961336091,0.0878511966,1.0140000000,-0.1103970695,1.2517784114,0.2000000000,0.0000000000,0.0000000000,1.6587609211,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9949510170,0.1003617149,1.0160000000,-0.1261182504,1.2502923223,0.2000000000,0.0000000000,0.0000000000,1.6713272917,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9936113105,0.1128563849,1.0180000000,-0.1418195159,1.2486087975,0.2000000000,0.0000000000,0.0000000000,1.6838936623,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9921147013,0.1253332336,1.0200000000,-0.1574983863,1.2467281029,0.2000000000,0.0000000000,0.0000000000,1.6964600329,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9904614257,0.1377902907,1.0220000000,-0.1731523860,1.2446505355,0.2000000000,0.0000000000,0.0000000000,1.7090264036,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9886517447,0.1502255891,1.0240000000,-0.1887790429,1.2423764233,0.2000000000,0.0000000000,0.0000000000,1.7215927742,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9866859442,0.1626371652,1.0260000000,-0.2043758894,1.2399061255,0.2000000000,0.0000000000,0.0000000000,1.7341591448,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9845643345,0.1750230590,1.0280000000,-0.2199404625,1.2372400321,0.2000000000,0.0000000000,0.0000000000,1.7467255154,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9822872507,0.1873813146,1.0300000000,-0.2354703045,1.2343785642,0.2000000000,0.0000000000,0.0000000000,1.7592918860,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9798550524,0.1997099805,1.0320000000,-0.2509629631,1.2313221737,0.2000000000,0.0000000000,0.0000000000,1.7718582566,1.2566370614,0.0000000000,0.0000000000,1.2566370614
0.9772681236,0.2120071099,1.0340000000,-0.2664159916,1.2280713430,0.2000000000,0.0000000000,0.0000000000,1.7844246272,1.2566370614,0.0000000000,0.0000000000,1.2566370614
