problem_type,num_points,quat_gt,tvec_gt,scale_gt,focal_gt,x1,x2
3,1,-0.308658302,-0.097193278,-0.946153581,-0.008773933,-0.361934125,0.973284245,-0.012046635,1.000000000,1.000000000,-0.703211665,-0.583646297,0.406017691,0.745215297,-0.665592015,0.040513154
3,1,0.721175194,-0.166295528,0.488354683,0.462343812,-0.852501869,0.001414180,-0.231715679,1.000000000,1.000000000,0.580132902,0.693229496,0.427643299,-0.587537169,0.778607666,-0.220386297
3,1,0.728606403,-0.097814009,-0.517217755,-0.438236058,-0.071108341,0.881959915,-0.899832010,1.000000000,1.000000000,0.048856247,-0.332731009,0.941755414,-0.804308653,0.593804717,0.021991046
3,1,0.061829086,-0.770400405,0.409874797,-0.484420210,-0.749269247,-0.968264580,0.376910567,1.000000000,1.000000000,0.436585486,-0.735886335,0.517556131,0.850990236,-0.158734679,0.500618517
3,1,-0.249233395,-0.928309679,-0.080549754,-0.263885498,0.450824022,0.998915792,0.777144432,1.000000000,1.000000000,0.190703124,0.717932224,0.669481516,0.662090600,-0.743516684,0.093909599
3,1,-0.303456545,0.388857782,-0.286329359,0.821412921,0.026547432,0.182227135,0.691963077,1.000000000,1.000000000,0.024674488,0.793443561,0.608143389,0.720218182,-0.675340950,-0.158746511
3,1,0.416976243,0.637212634,-0.077723116,-0.643467188,-0.169210792,0.074607968,-0.064165235,1.000000000,1.000000000,0.381154627,0.786215186,0.486402094,-0.083308756,-0.956248760,0.280442625
3,1,0.367478281,0.440813661,0.304787934,0.760096908,0.143309593,0.604811430,-0.933892488,1.000000000,1.000000000,-0.148373798,0.801564097,0.579206407,0.420424938,-0.453435540,0.785900116
3,1,-0.682281256,-0.202367440,0.702493548,0.006515826,0.496585250,0.109167695,0.781474948,1.000000000,1.000000000,0.593596041,0.682293594,0.426754147,-0.235888973,0.311978877,0.920339882
3,1,0.334791750,0.666799963,0.424531609,-0.512898862,-0.574496984,0.429419994,-0.739145517,1.000000000,1.000000000,0.583029866,0.662600338,0.470145732,0.275944412,-0.397072494,-0.875321805
