problem_type,num_points,quat_gt,tvec_gt,scale_gt,focal_gt,x1,x2
3,1,-0.146710366,0.005684801,0.301592469,0.942064643,-0.171413481,-0.946247399,0.419639230,1.000000000,1.000000000,0.197241142,0.268572479,0.942849338,-0.198110223,0.189857870,0.961616516
3,1,-0.385402650,0.254918754,-0.292149782,-0.837334871,-0.224549353,-0.000517964,-0.704934001,1.000000000,1.000000000,0.206510678,0.624456406,0.753264606,-0.768954873,0.287156343,0.571182668
3,1,0.363061428,-0.411035508,-0.646712065,-0.530094087,0.910817623,0.112292290,-0.703696847,1.000000000,1.000000000,0.582413375,0.701229751,0.411182880,0.458134443,0.569330990,0.682623684
3,1,0.710335135,0.484789222,0.478549868,-0.177181914,-0.600485563,-0.361500680,0.258538365,1.000000000,1.000000000,-0.610296190,0.666277647,0.428500414,0.351490170,-0.213813752,0.911448479
3,1,-0.543311894,-0.246327102,-0.256972969,-0.760328889,0.606145978,-0.504316449,-0.047136366,1.000000000,1.000000000,0.632801831,-0.268274635,0.726354301,0.525779068,0.736557961,0.425486565
3,1,0.226257995,0.110653579,0.614060223,0.747992754,0.803346992,-0.147005200,-0.715957940,1.000000000,1.000000000,0.203271106,0.697036147,0.687620163,-0.005668374,0.596223354,0.802798569
3,1,-0.638919950,0.266528308,-0.005120646,0.721607745,-0.729781270,0.566306353,-0.089385450,1.000000000,1.000000000,0.208536714,-0.822624385,0.528962791,-0.567586839,0.144166812,0.810593069
3,1,0.260359049,-0.774328589,0.028443027,-0.576037765,-0.075510025,0.902734876,0.265477419,1.000000000,1.000000000,0.653197646,-0.427850008,0.624721706,0.638019800,0.442730248,0.630016327
3,1,0.338669270,-0.614699543,-0.247941062,-0.667811930,0.404413342,0.974290967,0.908829808,1.000000000,1.000000000,0.673188806,0.568707824,0.472639531,0.714600265,-0.039627250,0.698409736
3,1,0.464548647,0.279389113,-0.706157446,-0.455497414,0.459495306,0.738527417,0.431284666,1.000000000,1.000000000,0.408533990,0.763261139,0.500532091,-0.578806341,0.213384405,0.787051737
