problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,8,-0.462268,-0.302676,0.812495,0.18587,-1.37012,-1.4979,1.52946,1,500,-9.95383,0.430544,-1.84562,-0.79472,-12.1689,1.61067,-23.7741,-4.78017,-7.42987,-4.82197,-8.22614,-2.28391,-46.0654,-7.7779,-4.11297,0.0943802,0.432705,-0.544954,3.14551,-0.148107,-0.231219,1.14187,0.864913,-0.6902,2.94781,0.550808,0.232827,2.29577,0.353659,0.769482,1.25449,0.133193,0.262842,2.25093,-0.497181,0.367295,3.84242,-0.279582,-0.941861,3.26946
1,8,0.40204,-0.660698,-0.425323,0.470045,-0.214195,-0.978971,1.06788,1,500,-1.48574,-1.44364,-3.36616,-0.776237,-1.24139,-0.222054,-2.64866,-1.37866,-1.81035,-1.18282,-2.72071,-1.26189,-1.3476,-0.846151,-0.950451,-0.437258,0.312791,-0.32143,1.62664,-0.84211,-0.308153,4.57382,-0.71921,0.92147,2.61492,-0.33624,-0.535204,1.99974,0.806169,0.015304,3.86135,-0.203058,-0.445235,3.01811,0.973691,0.73648,4.04259,-0.125033,0.848124,2.08541
1,8,0.410417,0.516933,0.552418,0.50909,-0.2545,-0.278622,1.7604,1,500,2.57819,-0.272341,0.491355,-0.124337,0.604683,0.00880579,12.5852,-2.05713,1.01868,-0.280085,6.3225,-1.50268,2.19713,-0.442311,0.685277,-0.491203,0.458737,-0.235565,3.10511,0.182506,0.737414,1.30362,0.453032,0.318946,1.29854,0.344587,-0.806949,4.66049,-0.00267711,0.773089,2.45895,0.0229734,-0.519329,4.56866,0.110614,0.359498,3.81108,-0.502661,0.511804,1.73711
1,8,-0.275092,-0.418646,0.843436,-0.194101,0.757823,-0.50342,1.91291,1,500,1.13884,3.43583,1.96815,2.58302,-0.326381,11.039,-1.04372,2.01428,0.0437927,1.51719,0.869823,1.67299,0.0146677,0.634038,0.0501286,0.189307,0.554606,0.894991,1.8245,0.881596,-0.305261,2.09635,0.0909077,-0.353941,3.66653,-0.835662,0.269519,2.83769,-0.183226,-0.249489,2.3154,0.435042,-0.976944,2.25604,0.0438148,0.535434,1.59755,-0.379998,0.168294,1.01637
1,8,0.408153,-0.355692,0.671987,0.5053,0.430276,-0.501896,1.38818,1,500,0.99237,3.50585,1.61308,5.52089,1.28492,0.339823,0.329207,1.57951,18.3708,26.5542,1.71305,1.37167,0.568092,1.75137,-0.553538,3.48023,0.769349,-0.390012,3.21234,0.956762,-0.320981,3.9801,0.471573,0.978563,1.09595,0.21376,-0.566177,1.84259,0.567127,0.937155,4.15948,-0.574505,-0.0261756,1.31053,0.683958,-0.357351,2.2968,-0.608093,-0.788629,1.56267
1,8,0.745853,-0.00784817,0.441044,0.499122,-1.00575,1.4302,0.230066,1,500,0.886862,2.45976,-1.11496,4.18077,1.76456,3.96459,0.63461,7.38629,8.87591,16.0205,2.60639,5.92977,3.64376,6.04855,2.08991,4.53787,0.99305,0.81146,4.66168,0.537948,-0.138532,1.09756,-0.34919,0.638458,2.95318,0.161643,-0.198788,2.26479,-0.965258,0.354476,3.09252,-0.273447,0.276714,3.81741,-0.594756,0.506192,4.87398,-0.360445,0.547474,3.27121
1,8,0.903141,0.0779265,-0.333185,0.259327,0.674658,-1.35806,0.832378,1,500,0.124452,-0.431229,-0.718515,-0.118437,-0.0323142,-0.137989,-0.78156,0.190458,-0.372256,-0.517745,-0.325799,-0.713931,-0.714834,0.541379,-0.0763021,-0.0839729,-0.836885,0.594683,1.42044,0.797433,0.718399,3.24881,-0.0991206,-0.312122,1.61436,0.80588,0.429719,4.63863,0.496914,0.113034,1.38652,0.408945,0.597584,1.31324,0.736551,-0.854576,3.63389,-0.128181,-0.285182,1.80702
1,8,0.10541,0.538856,0.373788,0.747533,1.4779,-0.645448,0.828799,1,500,5.55658,-2.09543,4.96087,-1.39672,12.0074,0.759818,11.7473,-2.55321,15.4938,-7.26478,7.66728,0.225776,6.94369,-4.31639,32.0422,-12.593,-0.66682,0.377905,2.1792,-0.081787,0.337532,1.29566,0.752981,0.993875,1.46049,-0.197111,0.738953,2.60436,-0.244133,-0.215119,1.74898,0.655392,0.806649,1.12609,-0.881546,-0.371436,2.01431,-0.595825,0.139194,3.03583
1,8,0.176526,-0.625895,0.75782,0.0529464,-1.3543,0.205488,-0.513536,1,500,-3.07788,6.69088,-4.87382,6.4878,-5.5812,6.91691,-1.63632,5.45264,-3.75737,12.5653,-4.16476,7.64457,-1.06263,12.8459,-3.27192,25.0548,0.800839,-0.648755,1.07799,0.185895,-0.963324,1.26864,0.311957,-0.828004,1.062,0.970855,-0.67583,1.20938,0.487787,-0.957376,2.21722,0.321561,-0.963418,1.5753,0.931038,-0.874725,2.57398,0.697265,-0.907582,2.85967
1,8,-0.520065,0.75431,0.21749,0.336521,-1.57134,-0.592027,-1.06136,1,500,-0.459106,-1.65343,-4.70641,-14.0839,-2.06182,-1.57494,-0.411276,-3.80268,-0.633511,-3.35294,-1.76403,-6.30762,-2.02924,-2.49447,-2.12461,-3.60753,-0.309191,-0.750314,4.53092,0.779723,-0.440725,2.71556,-0.91789,0.1509,1.46006,0.883261,-0.217555,4.05469,0.367537,-0.0337678,3.31822,0.992785,-0.799478,3.52344,-0.436446,-0.939241,2.41594,-0.0693467,-0.573216,2.46101
