problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,2,0.792950988,0.000000000,-0.609285414,0.000000000,-0.658514738,0.344865799,0.160761118,1.000000000,1.000000000,-0.703211665,-0.583646297,0.406017691,0.580132902,0.693229496,0.427643299,1.292821884,-3.877905130,4.068499565,1.127092361,1.026292682,-1.568616152
1,2,0.665727496,0.000000000,-0.746194959,0.000000000,-0.544757843,0.255295753,0.759526491,1.000000000,1.000000000,0.048856247,-0.332731009,0.941755414,0.436585486,-0.735886335,0.517556131,1.697365046,-1.154591441,-0.875316918,1.807510972,-4.411478996,-3.236848593
1,2,-0.229897216,0.000000000,0.973214924,0.000000000,0.865881681,0.874530077,0.230665445,1.000000000,1.000000000,0.190703124,0.717932224,0.669481516,0.024674488,0.793443561,0.608143389,1.440177679,3.404342890,-3.483184576,3.159616709,7.021293640,-4.928257465
1,2,0.925631106,0.000000000,0.378427178,0.000000000,0.642999649,0.895302057,-0.655272245,1.000000000,1.000000000,0.381154627,0.786215186,0.486402094,-0.148373798,0.801564097,0.579206407,-1.127053022,1.495824337,1.884841681,-4.276726246,4.366715431,2.048028708
1,2,0.927255690,0.000000000,-0.374428809,0.000000000,-0.875736952,-0.510885954,-0.457468748,1.000000000,1.000000000,0.593596041,0.682293594,0.426754147,0.583029866,0.662600338,0.470145732,2.199950695,1.691702843,-0.460770130,3.193983078,2.505881786,-0.479199290
1,2,-0.039276015,0.000000000,0.999228418,0.000000000,0.410943031,0.722433805,-0.051026821,1.000000000,1.000000000,0.823061049,-0.161040142,0.544643521,0.048449077,-0.340184897,0.939109623,-2.039195538,-1.230309486,-1.934709191,0.614918113,-3.416312695,-7.462468624
1,2,0.980935276,0.000000000,-0.194334731,0.000000000,0.719806910,-0.203864574,-0.349845886,1.000000000,1.000000000,0.543590784,0.127239615,0.829649925,-0.796258032,0.214528590,0.565641761,4.352212906,0.962827563,3.936583996,-2.811337471,1.143364429,4.217397690
1,2,0.998690248,0.000000000,-0.051164944,0.000000000,-0.146552801,0.890443325,-0.317956924,1.000000000,1.000000000,0.216095999,0.748749077,0.626639724,0.467068613,-0.733244896,0.494164705,1.566210270,2.834270239,3.292405128,1.208221674,-2.356495857,1.188740134
1,2,0.765216470,0.000000000,0.643773139,0.000000000,0.052734137,0.303784370,-0.295371771,1.000000000,1.000000000,-0.566154420,0.574296176,0.591314793,-0.715236902,0.261930585,0.647941887,-0.932812452,0.231043458,-0.426656723,-4.738000393,1.224187851,-3.465449333
1,2,-0.244312793,0.000000000,0.969696462,0.000000000,-0.076477766,0.638318539,0.221820831,1.000000000,1.000000000,0.571818471,-0.444119871,0.689768910,-0.173189402,0.804578304,0.568030953,-0.957940221,-2.612231493,-3.744829893,4.012009144,7.346174240,-3.990646839
