problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,16,-0.462268,-0.302676,0.812495,0.18587,-1.37012,-1.4979,1.52946,1,500,-9.95383,0.430544,-1.84562,-0.79472,-12.1689,1.61067,-23.7741,-4.78017,-7.42987,-4.82197,-8.22614,-2.28391,-46.0654,-7.7779,-4.11297,0.0943802,-2.71825,-0.0741424,-14.8797,-2.19556,-2.70164,-0.414646,-5.16569,-0.905747,-3.51994,-0.577873,-6.01347,-2.0795,-2.54234,-1.95965,-1.87587,-0.957373,0.432705,-0.544954,3.14551,-0.148107,-0.231219,1.14187,0.864913,-0.6902,2.94781,0.550808,0.232827,2.29577,0.353659,0.769482,1.25449,0.133193,0.262842,2.25093,-0.497181,0.367295,3.84242,-0.279582,-0.941861,3.26946,-0.306679,-0.995325,2.56766,-0.413214,0.125542,3.58604,-0.265697,-0.605453,2.16153,-0.209694,-0.15556,2.65973,-0.958637,-0.463377,3.02849,-0.278494,0.361203,2.2805,-0.859894,0.747269,1.20761,-0.748341,-0.0306687,1.27008
1,16,0.40204,-0.660698,-0.425323,0.470045,-0.214195,-0.978971,1.06788,1,500,-1.48574,-1.44364,-3.36616,-0.776237,-1.24139,-0.222054,-2.64866,-1.37866,-1.81035,-1.18282,-2.72071,-1.26189,-1.3476,-0.846151,-0.950451,-0.437258,-0.913373,-0.885545,-1.30273,-0.774036,-0.449532,-0.453546,-1.94927,-0.788359,-3.93397,-2.26152,-0.606576,-0.976035,-1.86425,-0.716995,-1.93499,-1.34468,0.312791,-0.32143,1.62664,-0.84211,-0.308153,4.57382,-0.71921,0.92147,2.61492,-0.33624,-0.535204,1.99974,0.806169,0.015304,3.86135,-0.203058,-0.445235,3.01811,0.973691,0.73648,4.04259,-0.125033,0.848124,2.08541,0.367923,0.26138,1.5,0.602173,0.663966,3.43532,0.147643,0.99297,1.05631,-0.371469,-0.057147,2.5325,-0.310345,-0.833981,1.95533,0.864545,0.421055,1.30606,-0.498219,-0.0568434,2.15294,-0.0349583,-0.392124,1.78276
1,16,0.410417,0.516933,0.552418,0.50909,-0.2545,-0.278622,1.7604,1,500,2.57819,-0.272341,0.491355,-0.124337,0.604683,0.00880579,12.5852,-2.05713,1.01868,-0.280085,6.3225,-1.50268,2.19713,-0.442311,0.685277,-0.491203,3.15678,-0.318339,0.772312,-0.686948,1.88099,-0.000922188,16.3575,-4.23042,4.55683,-0.463906,1.52321,0.0251537,2.20984,-0.556189,2.69189,-1.59461,0.458737,-0.235565,3.10511,0.182506,0.737414,1.30362,0.453032,0.318946,1.29854,0.344587,-0.806949,4.66049,-0.00267711,0.773089,2.45895,0.0229734,-0.519329,4.56866,0.110614,0.359498,3.81108,-0.502661,0.511804,1.73711,0.485972,-0.785647,2.37054,-0.155833,-0.689956,1.12969,0.666764,-0.258823,2.40333,-0.00741588,-0.972958,4.36088,0.528007,-0.672853,3.2441,0.797194,0.501085,2.91575,0.193061,-0.636364,2.19934,-0.93503,-0.309942,3.39956
1,16,-0.275092,-0.418646,0.843436,-0.194101,0.757823,-0.50342,1.91291,1,500,1.13884,3.43583,1.96815,2.58302,-0.326381,11.039,-1.04372,2.01428,0.0437927,1.51719,0.869823,1.67299,0.0146677,0.634038,0.0501286,0.189307,1.0949,1.25535,-1.27658,6.01546,-0.13853,3.44649,-1.50159,2.30506,0.285159,1.93095,1.03856,0.489004,-1.64782,6.77856,-4.03078,5.38979,0.554606,0.894991,1.8245,0.881596,-0.305261,2.09635,0.0909077,-0.353941,3.66653,-0.835662,0.269519,2.83769,-0.183226,-0.249489,2.3154,0.435042,-0.976944,2.25604,0.0438148,0.535434,1.59755,-0.379998,0.168294,1.01637,0.665116,-0.734902,1.78089,-0.777518,-0.763365,4.51355,-0.391358,-0.976775,3.70661,-0.778596,0.565894,2.80401,0.201749,0.127366,2.19112,0.692295,-0.184452,1.16045,-0.872462,-0.716824,4.6737,-0.71344,0.849131,3.11563
1,16,0.408153,-0.355692,0.671987,0.5053,0.430276,-0.501896,1.38818,1,500,0.99237,3.50585,1.61308,5.52089,1.28492,0.339823,0.329207,1.57951,18.3708,26.5542,1.71305,1.37167,0.568092,1.75137,-0.553538,3.48023,0.4196,1.43109,0.405738,1.25355,5.39703,6.43107,6.95261,13.0257,0.128927,2.65716,0.926311,3.03352,0.0248956,1.01186,-0.120998,1.07043,0.769349,-0.390012,3.21234,0.956762,-0.320981,3.9801,0.471573,0.978563,1.09595,0.21376,-0.566177,1.84259,0.567127,0.937155,4.15948,-0.574505,-0.0261756,1.31053,0.683958,-0.357351,2.2968,-0.608093,-0.788629,1.56267,0.928267,-0.458244,2.21231,0.891198,-0.386507,2.04004,-0.476749,0.118894,1.91735,0.439165,0.356492,3.72395,0.712557,-0.976519,2.8038,0.325682,-0.360321,2.55162,0.598132,-0.813395,1.59048,0.310611,-0.932259,1.50177
1,16,0.745853,-0.00784817,0.441044,0.499122,-1.00575,1.4302,0.230066,1,500,0.886862,2.45976,-1.11496,4.18077,1.76456,3.96459,0.63461,7.38629,8.87591,16.0205,2.60639,5.92977,3.64376,6.04855,2.08991,4.53787,1.37411,2.74561,0.172546,3.08842,1.09785,3.00727,0.321442,1.77459,1.79369,3.1915,1.09202,30.8289,0.281366,3.06228,0.196762,7.47029,0.99305,0.81146,4.66168,0.537948,-0.138532,1.09756,-0.34919,0.638458,2.95318,0.161643,-0.198788,2.26479,-0.965258,0.354476,3.09252,-0.273447,0.276714,3.81741,-0.594756,0.506192,4.87398,-0.360445,0.547474,3.27121,0.244353,0.971351,4.49254,0.0174415,0.460292,1.43928,-0.0812832,0.719517,2.65905,-0.208985,0.990634,1.11963,-0.11561,0.944968,4.57161,0.141526,-0.637588,2.3176,0.28359,0.380394,1.95675,0.841752,-0.729096,3.02451
1,16,0.903141,0.0779265,-0.333185,0.259327,0.674658,-1.35806,0.832378,1,500,0.124452,-0.431229,-0.718515,-0.118437,-0.0323142,-0.137989,-0.78156,0.190458,-0.372256,-0.517745,-0.325799,-0.713931,-0.714834,0.541379,-0.0763021,-0.0839729,-0.34498,-0.317111,-0.466084,0.526406,0.167703,-0.425657,-0.134071,-0.551108,-0.254342,0.394964,0.153342,-0.0318814,-0.108915,-0.207808,-0.616821,0.246064,-0.836885,0.594683,1.42044,0.797433,0.718399,3.24881,-0.0991206,-0.312122,1.61436,0.80588,0.429719,4.63863,0.496914,0.113034,1.38652,0.408945,0.597584,1.31324,0.736551,-0.854576,3.63389,-0.128181,-0.285182,1.80702,0.117211,0.581358,2.1493,-0.0676373,-0.914876,4.93238,-0.477812,0.0907978,1.18002,0.363796,-0.137514,1.07733,-0.329388,-0.856523,3.38404,0.124918,-0.834804,1.1846,-0.0967935,-0.0349261,1.75398,0.761558,-0.67243,2.17542
1,16,0.10541,0.538856,0.373788,0.747533,1.4779,-0.645448,0.828799,1,500,5.55658,-2.09543,4.96087,-1.39672,12.0074,0.759818,11.7473,-2.55321,15.4938,-7.26478,7.66728,0.225776,6.94369,-4.31639,32.0422,-12.593,6.22413,0.163222,19.4586,-8.09896,5.35875,-2.15781,11.6704,-9.35767,37.9942,-21.4318,25.5228,-9.07759,7.4561,-2.28128,7.08521,-1.58897,-0.66682,0.377905,2.1792,-0.081787,0.337532,1.29566,0.752981,0.993875,1.46049,-0.197111,0.738953,2.60436,-0.244133,-0.215119,1.74898,0.655392,0.806649,1.12609,-0.881546,-0.371436,2.01431,-0.595825,0.139194,3.03583,0.539593,0.960268,1.26177,-0.521384,0.0403953,2.59873,-0.575345,0.216396,1.88427,-0.880589,-0.860351,1.86637,-0.914828,-0.406095,2.92307,-0.231543,0.119324,2.32263,-0.286816,0.389332,1.99538,-0.305611,0.75948,2.32458
1,16,-0.520065,0.75431,0.21749,0.336521,-1.57134,-0.592027,-1.06136,1,500,-0.315483,-3.04292,-0.931498,-2.18338,-0.802835,-3.08793,-0.140796,-1.32923,-0.304562,-1.98493,-0.236328,-7.28159,-0.348859,-2.75019,-0.383207,-1.6962,-0.535825,-2.29124,-0.000788387,-1.16999,-0.366271,-2.34115,-0.541325,-2.97071,-4.92213,-2.67352,-2.01796,-4.63098,-2.34232,-2.49725,0.157572,-1.48242,0.505314,0.042366,3.77841,-0.325887,-0.135096,2.78369,0.482042,-0.648549,3.85573,-0.601155,-0.103177,4.98004,0.177559,-0.486522,4.76703,0.516871,0.67013,2.64224,0.713729,-0.514709,4.67854,-0.354039,-0.00285067,3.65794,0.179492,-0.502836,4.10098,-0.757382,0.389518,4.91111,0.33089,-0.366163,4.38963,-0.233349,0.77968,2.13309,-0.86788,-0.938127,1.28103,0.0826208,-0.125199,2.38023,-0.636696,0.158508,1.58758,-0.193406,0.666616,4.83821
1,16,0.198147,0.897421,0.202044,-0.338454,0.944042,0.0818868,-1.60474,1,500,-1.70851,-2.64812,-0.434902,-1.56334,-1.72166,-1.54925,-0.0495904,-2.07987,-2.12275,-1.5088,-0.118953,-1.37475,5.61881,-8.22517,-0.213919,-1.40232,-3.9848,-4.94366,-0.936465,-0.801321,-1.05085,-2.83666,-9.47475,-5.89153,-0.296182,-1.15784,-1.86199,-2.42623,-0.84189,-1.60337,-2.05865,-1.30458,-0.32669,-0.0556497,3.69671,0.498624,-0.405641,3.91437,-0.441978,0.515826,4.1005,0.59741,-0.502996,3.14487,-0.845487,0.774257,4.60287,0.757815,-0.129337,3.12407,0.946001,-0.988534,1.98127,0.784883,-0.479258,3.85965,-0.0209148,0.480697,2.39807,0.196182,0.797937,4.42505,0.0505211,-0.151931,3.15632,-0.625558,0.753488,2.91683,0.741557,-0.0211737,3.53782,-0.793769,-0.213893,4.75403,0.142721,-0.0352559,3.86159,-0.828432,0.951205,4.6237
