problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,3,-0.886303,-0.460937,0.0177865,-0.0410755,-0.342265,-0.446349,-1.78579,1,500,0.402403,-3.71794,-0.513186,0.256801,0.213922,0.184902,-0.998112,0.142726,2.02724,0.933941,0.257969,3.86541,-0.0927057,-0.996401,4.44236
1,3,-0.94828,0.239464,-0.122609,0.16849,-0.874475,-1.29387,1.88236,1,500,0.148384,-0.256745,-0.186903,-0.36151,-0.379166,-0.967517,-0.832107,-0.64783,4.18203,0.326352,-0.644495,2.2111,0.880295,0.716932,1.06366
1,3,-0.421717,0.308263,-0.785073,-0.332851,0.412998,1.25697,1.88294,1,500,4.80782,9.57817,4.41759,7.36103,5.30552,16.0867,-0.538208,0.180102,2.3854,0.314314,0.236213,3.48373,0.0617999,-0.854996,3.98495
1,3,0.5933,0.702558,-0.275383,0.280304,1.25526,1.11208,-1.23303,1,500,1.7793,4.5904,1.14661,2.24833,2.49299,2.36141,-0.997977,0.65292,1.24347,0.0720794,-0.652176,4.64151,-0.940701,-0.564906,1.80134
1,3,-0.382223,0.484955,-0.21,-0.75804,-0.386983,-0.0166588,0.0191684,1,500,-11.5672,14.9917,-12.7681,16.1192,-5.08732,1.46774,0.902584,0.61781,3.58421,0.85999,0.559429,3.43335,0.88404,-0.507819,1.13788
1,3,0.681969,0.701987,0.189867,0.0779944,-1.39634,-0.252151,-1.88815,1,500,-7.54477,-7.32123,0.400638,-0.0237348,-1.42953,-7.82002,-0.997887,0.99305,2.05429,0.830839,-0.592273,3.82558,-0.58251,-0.323347,2.45918
1,3,-0.773719,0.63269,-0.0316346,0.00785915,0.430344,0.793951,-0.0599008,1,500,0.131021,0.124108,0.255516,0.660696,0.779757,-0.00695273,0.5825,-0.134619,2.63858,-0.230452,-0.142998,1.68922,0.749695,0.504963,1.12564
1,3,0.535194,0.349822,0.675504,0.367267,0.689732,0.321522,-0.167875,1,500,5.6005,0.997212,20.6685,5.83447,8.65286,1.07759,0.781479,0.753029,1.92598,0.758474,0.284008,1.70031,0.973812,0.8652,3.13056
1,3,0.921942,0.130496,-0.262124,-0.253544,1.51905,-1.27594,-0.638441,1,500,1.75623,-1.79968,-0.420331,-1.4272,0.898953,-1.08841,-0.997752,-0.496755,1.27052,-0.0310228,0.497582,4.60168,-0.0452231,-0.961007,1.44594
1,3,-0.099452,0.239099,-0.640267,-0.723187,1.59252,1.56347,1.286,1,500,0.741717,3.7017,5.51946,6.90739,2.16136,3.71207,0.550251,-0.832568,1.18094,0.0724329,0.409791,1.08281,0.946001,0.39214,1.02293
1,3,0.729582,0.44322,0.0863994,-0.513615,0.821886,1.44487,-0.102054,1,500,-0.186314,-0.660924,-0.634499,-2.65141,-0.128281,-0.80321,0.309332,-0.222407,3.43171,-0.696264,0.645738,3.85714,0.30174,-0.6922,4.58028
1,3,0.269657,-0.478953,-0.644008,0.532112,-0.407729,-0.699692,0.285117,1,500,-14.7662,-13.5157,-5.9463,-4.22294,-4.6559,-4.01128,0.924754,0.786139,2.45374,0.298995,0.805357,1.75929,0.554221,0.808919,1.68816
1,3,0.31647,-0.638098,-0.236843,0.660744,-0.635914,0.199271,1.14739,1,500,-5.43015,2.17841,-2.73209,1.04,-2.64036,-0.236161,-0.997572,0.183504,2.89216,-0.513505,0.617389,2.96981,0.671159,-0.477888,2.76161
1,3,-0.561544,-0.397872,0.580689,-0.434934,-0.625474,-0.336536,-0.152956,1,500,-1.72982,1.06244,-14.2207,23.0776,-4.65119,2.70625,-0.997527,0.353569,1.29757,-0.570271,0.4593,4.76658,-0.621393,0.752902,1.68575
1,3,0.807783,-0.232295,-0.538358,0.0607978,-1.7637,1.52132,0.855263,1,500,-2.16328,0.695139,-3.24165,0.835264,-2.47172,1.25622,-0.456318,-0.936117,4.38972,0.549679,-0.429989,2.98168,-0.197861,-0.925159,2.30308
1,3,0.471314,-0.822286,0.296997,-0.116194,-0.839515,-1.72156,1.70809,1,500,0.377243,0.162751,-0.308506,-0.491018,0.221371,0.144552,-0.419363,0.909468,4.86791,-0.0712844,-0.970705,1.24089,-0.84074,0.616361,3.74258
1,3,0.327036,-0.638179,-0.69224,0.0811124,-0.969255,1.73482,1.0738,1,500,-1.68567,-0.699963,-1.05388,0.471102,-2.63005,-0.943861,-0.997393,0.863764,4.5138,-0.995986,0.737196,1.33795,-0.612459,0.00523174,4.07729
1,3,0.167916,-0.807483,0.23369,0.514941,0.338638,-0.506354,1.7072,1,500,-1.05802,0.807025,-0.839613,0.354282,-0.5027,0.287663,-0.617919,0.4428,3.83995,-0.859273,0.0538497,1.76209,0.242506,0.00765872,2.39017
1,3,-0.737015,-0.136001,0.505611,0.427399,0.346747,-0.21004,1.86617,1,500,-0.699257,-1.09825,-1.75886,-1.49412,-0.893922,-0.891043,0.621967,0.989187,1.05119,0.545108,0.892335,2.76119,0.138354,0.479741,2.19378
