problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,2,0,1,0,2.45873e-05,0.959399,0.214604,-1.30525,1,500,1.41835,0.0539632,2.08588,1.22995,0.78827,-0.148107,2.53756,-0.169855,0.251004,1.6838
1,2,0,0.985929,0,0.167166,-0.972123,0.470505,0.0225507,1,500,0.101539,0.128957,-1.05185,0.659534,-0.159685,0.127992,4.83615,-0.783662,0.381597,1.07096
1,2,0,-0.553669,0,0.832737,1.06788,0.300274,0.452069,1,500,-8.51468,0.594569,-3.14247,2.32556,0.90554,-0.172061,2.7693,0.718834,0.485664,2.00817
1,2,0,0.538389,0,0.842696,1.3285,1.64194,0.0762137,1,500,11.8863,5.48874,7.47951,2.26519,-0.635872,-0.467216,1.04498,-0.913453,-0.780258,1.24842
1,2,0,0.987647,0,0.156695,0.757823,-0.50342,1.91291,1,500,0.273802,0.093633,0.222987,-0.27784,-0.294379,0.8193,1.44029,-0.611575,-0.873341,3.00037
1,2,0,-0.915554,0,0.402196,1.57561,-0.220528,1.16622,1,500,-0.234755,0.116991,0.270892,-0.643964,0.99305,0.81146,4.66168,-0.323347,-0.900735,1.20196
1,2,0,0.571603,0,0.82053,0.369084,-0.85953,0.827578,1,500,1.77756,-0.236394,4.04804,-2.98754,-0.836885,0.594683,1.42044,-0.312122,-0.692822,1.73357
1,2,0,0.662919,0,0.748691,-1.20292,-1.57813,-0.362974,1,500,9.46297,-10.3772,1.63665,-6.0242,-0.914828,-0.406095,2.92307,-0.989057,-0.865895,1.7601
1,2,0,-0.170641,0,0.985333,1.3827,0.407774,1.45203,1,500,2.88173,1.47774,0.0964668,-0.419131,-0.116358,0.170394,1.08482,0.970855,-0.67583,1.20938
1,2,0,0.917221,0,0.398379,-1.28695,-1.05479,1.42105,1,500,0.484115,-0.0597597,-0.0799288,-0.565056,0.196182,0.797937,4.42505,-0.184217,-0.456972,1.64045
1,2,0,-0.981028,0,0.193866,-1.05036,-0.886249,1.7724,1,500,-0.614111,-0.275713,-0.421752,-0.577485,-0.235426,0.103309,1.25086,0.266318,-0.958634,1.42835
1,2,0,-0.539393,0,0.842054,-1.87702,-1.70482,1.4779,1,500,-49.4176,-9.78444,-4.23736,-2.60086,0.658422,0.441191,4.65633,0.640738,-0.981418,2.45657
1,2,0,0.537816,0,0.843063,1.013,0.21297,1.15984,1,500,23.4918,-2.66324,2.57555,0.791887,-0.402795,-0.676577,3.20523,-0.819871,0.700613,1.77848
1,2,0,-0.986422,0,0.164228,-0.651775,-0.45681,1.07636,1,500,-0.224459,0.121595,-0.778164,-0.550794,0.750285,0.982208,3.17258,-0.731269,-0.878305,1.67489
1,2,0,-0.825212,0,0.564823,-0.857758,1.61034,-1.48557,1,500,-8.76684,1.57903,-5.10221,3.02254,0.71176,-0.917311,3.48378,0.991621,0.715304,3.67622
1,2,0,-0.905974,0,0.423334,-1.60474,-1.26817,-0.644564,1,500,-2.94708,-1.05019,-9.04227,-6.30186,-0.430206,-0.558145,4.22955,0.269482,-0.302209,1.07087
1,2,0,-0.988351,0,0.15219,1.49699,0.0658204,1.34797,1,500,0.109338,0.143308,-0.0333584,-0.174008,0.675797,0.821734,4.86753,-0.886019,-0.67845,2.55776
1,2,0,-0.989763,0,0.142721,-0.960831,1.12439,1.86067,1,500,-0.274781,0.0795723,-0.796342,0.621227,0.514427,-0.626705,4.42896,-0.890351,0.535675,1.10826
1,2,0,-0.238686,0,0.971097,0.39835,-1.49573,1.75046,1,500,1.24179,-9.3026,-1.03328,-4.28265,-0.578337,-0.254991,1.46058,0.0990447,-0.23566,1.57111
1,2,0,-0.604271,0,0.796779,0.202487,0.348413,1.0341,1,500,-3.41649,1.72388,-5.85906,-1.81172,0.18557,0.682335,2.27972,-0.02875,-0.998396,2.40126
1,2,0,-0.621367,0,0.78352,0.813451,-0.623755,0.655413,1,500,-2.06844,0.187386,-25.9301,-6.28148,0.832962,0.79051,2.53096,0.64096,-0.374811,4.91887
1,2,0,-0.940901,0,0.338683,0.142716,-1.5712,0.911955,1,500,-0.897378,-1.87193,-0.286337,-0.401726,-0.763275,-0.919373,1.17442,0.556672,0.368136,2.24245
1,2,0,0.547098,0,0.837068,0.64087,1.01018,1.68742,1,500,1.81358,0.116882,4.61414,3.35646,-0.115847,-0.873757,1.56058,0.370822,0.726254,2.06901
1,2,0,0.787221,0,0.616671,-0.83605,-1.4289,1.60038,1,500,1.21971,-1.48148,0.445833,-0.766487,0.645699,-0.989742,2.7528,-0.475542,-0.548643,2.16308
1,2,0,-0.757033,0,0.653376,1.3514,1.49637,-1.24734,1,500,-14.6735,3.13592,-12.9978,13.2578,0.803163,-0.863765,4.47701,0.928225,0.0773097,3.06284
1,2,0,-0.870833,0,0.491579,0.387771,0.797249,0.726242,1,500,-0.7309,0.279036,-1.33773,1.89397,0.922776,0.220277,4.12285,-0.700014,0.604961,1.18723
1,2,0,0.78268,0,0.622424,-1.97497,-1.954,-1.15971,1,500,2.57236,-2.51609,-4.53279,-14.009,-0.898935,0.592907,3.663,-0.970094,-0.0464569,1.58689
1,2,0,0.66316,0,0.748477,1.40751,0.71187,1.71051,1,500,4.6043,0.396887,4.09605,1.31759,0.651815,-0.400013,2.30562,0.025359,0.921527,3.70028
1,2,0,0.820011,0,0.572348,-0.289562,1.6462,0.919428,1,500,1.04566,0.380221,1.6593,1.03798,-0.992209,-0.360282,4.4405,0.209237,0.488365,3.86685
1,2,0,0.742586,0,0.669751,0.706003,0.84592,1.81056,1,500,1.98878,0.404538,3.46538,1.04306,-0.371706,0.229295,4.64281,0.740162,0.769062,4.6078
1,2,0,-0.713608,0,0.700545,0.528898,0.295342,-0.285802,1,500,-31.2165,1.59165,-5.32677,-0.0480187,0.325783,-0.108013,4.20965,0.817407,-0.324183,3.74407
