problem_type,num_points,pose_gt,scale_gt,focal_gt,x_point,X_point
1,3,0.677469134,-0.002795830,0.000098509,0.735545814,-0.082699716,0.065534472,-0.562081635,1.000000000,1.000000000,-0.703211665,-0.583646297,0.406017691,0.580132902,0.693229496,0.427643299,0.048856247,-0.332731009,0.941755414,-3.256720781,4.444341660,3.022275209,1.194289327,-1.338286161,1.408147216,-0.992384255,-0.146157712,3.102732658
1,3,-0.421933353,-0.195844769,-0.093217179,-0.880299747,0.869385839,-0.232995868,0.038832784,1.000000000,1.000000000,0.436585486,-0.735886335,0.517556131,0.190703139,0.717932284,0.669481575,0.024674490,0.793443620,0.608143449,-3.195513248,2.280565023,3.293399096,4.416436195,-1.714229465,3.687470913,8.289515495,-2.671997786,5.173733234
1,3,0.401476383,0.300479829,0.860626042,0.088607974,0.059400439,0.342298746,-0.984603643,1.000000000,1.000000000,0.381154597,0.786215067,0.486402035,-0.148373812,0.801564157,0.579206407,0.593596041,0.682293594,0.426754147,-0.912700713,3.107515097,-0.994196534,0.355132341,5.378145218,-4.374423027,-1.086789250,1.784237862,-0.494631886
1,3,0.716989458,0.306838185,-0.537834525,0.320172489,0.373545408,0.177953243,0.860872984,1.000000000,1.000000000,0.583029866,0.662600338,0.470145732,0.823061049,-0.161040142,0.544643521,0.048449077,-0.340184897,0.939109623,1.070385933,0.064845428,-2.090203047,1.221593142,-2.087847710,-0.539472938,5.995119572,-1.121619463,3.780120850
1,3,-0.386614799,0.502443612,0.770530581,-0.066046149,0.307837963,-0.168001294,0.402381182,1.000000000,1.000000000,0.543590784,0.127239615,0.829649925,-0.796258032,0.214528590,0.565641761,0.216095999,0.748749077,0.626639724,2.596399069,0.344224930,-4.824990273,2.756949186,-3.223177671,1.393994451,4.499766827,1.117078543,-1.271458745
1,3,0.022929277,0.951188207,-0.074577488,-0.298585713,-0.905070961,0.472163796,-0.343531549,1.000000000,1.000000000,0.467068613,-0.733244896,0.494164705,-0.566154361,0.574296176,0.591314733,-0.715236902,0.261930585,0.647941887,1.040297508,1.796285868,-2.145355225,-0.208366930,-0.031501874,-0.949672699,-5.140619278,-0.260657877,-1.515732527
1,3,0.024406306,-0.044767540,0.794124961,-0.605611920,-0.269322634,-0.505922198,0.965100527,1.000000000,1.000000000,0.571818471,-0.444119871,0.689768910,-0.173189402,0.804578304,0.568030953,0.171358660,-0.747357011,0.641945124,-2.615934372,-2.527142525,1.112921000,0.659396052,-2.215370655,-9.522193909,-0.932261765,-4.715581417,3.744226933
1,3,0.011103575,-0.692477167,-0.493088067,-0.526513338,-0.854628205,0.263269424,0.769414306,1.000000000,1.000000000,-0.492248416,-0.131793916,0.860419571,-0.649079263,-0.569122493,0.504772842,-0.848395646,0.007633771,0.529307663,-0.295234114,0.477252513,0.125941351,-0.700342059,0.769339323,-3.636602163,1.258533955,-1.202449083,-3.159969807
1,3,-0.785645843,-0.519414306,0.054025467,0.331738800,-0.044536471,-0.524451137,-0.450186312,1.000000000,1.000000000,0.228201792,0.502846241,0.833708405,-0.701268435,0.538462043,0.467205793,-0.573206127,-0.620423257,0.535266101,-0.723673582,1.490830302,-0.337877691,-4.245414257,1.327119708,0.146113038,-2.538131237,0.917040348,9.113102913
1,3,0.400923967,0.050715685,-0.597237706,0.692816675,0.795312524,0.818416238,-0.878871322,1.000000000,1.000000000,0.713219702,-0.561554670,0.419492662,0.341584921,0.482413769,0.806595743,0.190084621,-0.756595612,0.625644267,-3.989275694,-7.110486984,4.022453308,3.404275417,-5.348421097,-0.764733553,0.196067214,-1.898862123,3.265361309
