Optimal control state trajectory ( x, y, z, r, p, w, x_dot, y_dot, z_dot, r_dot, p_dot, w_dot )
0.020000,0.000000,0.080000,0.000000,0.000000,0.001000,0.000000,0.000000,0.000000,0.047434
0.020000,0.000000,0.080005,-0.000000,0.000000,0.001963,0.000237,0.000000,0.000000,0.061351
0.020000,0.000000,0.080015,0.000011,0.000000,0.002890,0.000544,0.000000,0.000000,0.064911
0.020000,0.000000,0.080029,0.000038,0.000000,0.003783,0.000868,0.000000,0.000000,0.065248
0.020000,0.000000,0.080048,0.000080,0.000000,0.004642,0.001195,0.000000,0.000000,0.064559
0.020001,0.000000,0.080071,0.000138,0.000000,0.005468,0.001518,0.000000,0.000000,0.063522
0.020001,0.000000,0.080099,0.000210,0.000000,0.006263,0.001835,0.000000,0.000000,0.062348
0.020002,0.000000,0.080130,0.000296,0.000000,0.007027,0.002147,0.000000,0.000000,0.061105
0.020004,0.000000,0.080165,0.000396,0.000000,0.007761,0.002452,0.000000,0.000000,0.059815
0.020006,0.000000,0.080204,0.000508,0.000000,0.008467,0.002751,0.000000,0.000000,0.058487
0.020008,0.000000,0.080246,0.000633,0.000000,0.009144,0.003044,0.000000,0.000000,0.057126
0.020012,0.000000,0.080292,0.000769,0.000000,0.009794,0.003330,0.000000,0.000000,0.055735
0.020015,0.000000,0.080341,0.000916,0.000000,0.010418,0.003608,0.000000,0.000000,0.054317
0.020020,0.000000,0.080393,0.001073,0.000000,0.011017,0.003880,0.000000,0.000000,0.052875
0.020025,0.000000,0.080448,0.001240,0.000000,0.011590,0.004144,0.000000,0.000000,0.051412
0.020032,0.000000,0.080506,0.001415,0.000000,0.012140,0.004401,0.000000,0.000000,0.049930
0.020039,0.000000,0.080567,0.001600,0.000000,0.012667,0.004651,0.000000,0.000000,0.048432
0.020047,0.000000,0.080630,0.001792,0.000000,0.013171,0.004893,0.000000,0.000000,0.046920
0.020056,0.000000,0.080696,0.001991,0.000000,0.013653,0.005128,0.000000,0.000000,0.045397
0.020066,0.000000,0.080764,0.002198,0.000000,0.014114,0.005355,0.000000,0.000000,0.043865
0.020077,0.000000,0.080835,0.002410,0.000000,0.014554,0.005574,0.000000,0.000000,0.042326
0.020089,0.000000,0.080908,0.002628,0.000000,0.014975,0.005786,0.000000,0.000000,0.040783
0.020102,0.000000,0.080983,0.002851,0.000000,0.015377,0.005989,0.000000,0.000000,0.039238
0.020116,0.000000,0.081059,0.003079,0.000000,0.015760,0.006186,0.000000,0.000000,0.037693
0.020131,0.000000,0.081138,0.003311,0.000000,0.016125,0.006374,0.000000,0.000000,0.036149
0.020148,0.000000,0.081219,0.003546,0.000000,0.016472,0.006555,0.000000,0.000000,0.034609
0.020166,0.000000,0.081301,0.003785,0.000000,0.016802,0.006728,0.000000,0.000000,0.033074
0.020185,0.000000,0.081385,0.004026,0.000000,0.017117,0.006893,0.000000,0.000000,0.031547
0.020205,0.000000,0.081471,0.004270,0.000000,0.017415,0.007051,0.000000,0.000000,0.030029
0.020226,0.000000,0.081558,0.004515,0.000000,0.017698,0.007201,0.000000,0.000000,0.028522
0.020249,0.000000,0.081646,0.004761,0.000000,0.017966,0.007344,0.000000,0.000000,0.027027
0.020272,0.000000,0.081736,0.005009,0.000000,0.018220,0.007479,0.000000,0.000000,0.025546
0.020297,0.000000,0.081827,0.005257,0.000000,0.018460,0.007607,0.000000,0.000000,0.024080
0.020324,0.000000,0.081920,0.005506,0.000000,0.018686,0.007727,0.000000,0.000000,0.022631
0.020351,0.000000,0.082013,0.005754,0.000000,0.018900,0.007840,0.000000,0.000000,0.021200
0.020380,0.000000,0.082107,0.006001,0.000000,0.019100,0.007946,0.000000,0.000000,0.019788
0.020410,0.000000,0.082203,0.006248,0.000000,0.019289,0.008045,0.000000,0.000000,0.018396
0.020441,0.000000,0.082299,0.006493,0.000000,0.019466,0.008137,0.000000,0.000000,0.017026
0.020474,0.000000,0.082397,0.006737,0.000000,0.019631,0.008222,0.000000,0.000000,0.015678
0.020507,0.000000,0.082495,0.006979,0.000000,0.019786,0.008301,0.000000,0.000000,0.014354
0.020542,0.000000,0.082594,0.007219,0.000000,0.019930,0.008372,0.000000,0.000000,0.013055
0.020578,0.000000,0.082694,0.007457,0.000000,0.020063,0.008438,0.000000,0.000000,0.011781
0.020616,0.000000,0.082794,0.007692,0.000000,0.020187,0.008497,0.000000,0.000000,0.010532
0.020654,0.000000,0.082895,0.007924,0.000000,0.020301,0.008549,0.000000,0.000000,0.009311
0.020694,0.000000,0.082996,0.008153,0.000000,0.020406,0.008596,0.000000,0.000000,0.008117
