Adaptive control state trajectory ( x, y, z, x_dot, y_dot, z_dot, roll, pitch, yaw, yaw_dot )
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02436,0.0075,0.0448,0.032,0.002,0.49
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02437,0.00744,0.04468,0.044,0.006,0.467
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02439,0.00727,0.04468,0.063,0.017,0.438
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02441,0.00721,0.0446,0.053,0.016,0.456
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
-0.02444,0.00716,0.04456,0.028,0.008,0.492
